Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Akermanis, Jason",8,5,5,13,1,,,4.0,,3.0,1.0,2.0,1.0,1.0,,4.0,9.0,,,,,,78.0
5,"Boyd, Matthew",11,5,17,28,,1.0,,2.0,2.0,3.0,4.0,3.0,,2.0,,7.0,20.0,,,3.0,4.0,,78.0
17,"Cooney, Adam",15,6,14,29,2,2.0,,1.0,2.0,4.0,6.0,5.0,2.0,,2.0,9.0,21.0,,2.0,1.0,4.0,1.0,78.0
4,"Cross, Daniel",12,8,25,37,,,1.0,6.0,6.0,2.0,3.0,3.0,5.0,1.0,1.0,9.0,28.0,1.0,,6.0,,1.0,93.0
14,"Darcy, Luke",8,4,5,13,1,,2.0,,3.0,2.0,2.0,3.0,1.0,2.0,,5.0,8.0,,1.0,3.0,,,80.0
10,"Eagleton, Nathan",13,6,7,20,,1.0,,7.0,2.0,7.0,,3.0,1.0,2.0,,4.0,16.0,1.0,,2.0,2.0,1.0,67.0
13,"Giansiracusa, Daniel",10,7,9,19,2,,,4.0,4.0,1.0,1.0,4.0,2.0,2.0,,4.0,15.0,,,,2.0,,80.0
9,"Gilbee, Lindsay",22,8,9,31,1,,,1.0,7.0,4.0,1.0,,,,,7.0,21.0,1.0,,6.0,5.0,,95.0
16,"Griffen, Ryan",16,2,4,20,,1.0,,2.0,,6.0,4.0,5.0,1.0,4.0,,5.0,15.0,,,,2.0,3.0,73.0
25,"Hargrave, Ryan",10,7,6,16,1,,,3.0,1.0,2.0,,2.0,1.0,1.0,,6.0,11.0,,1.0,8.0,,,100.0
19,"Higgins, Shaun",5,,4,9,,1.0,,2.0,,,,,1.0,,,5.0,4.0,,,2.0,,,82.0
6,"Johnson, Brad",18,7,6,24,8,1.0,,3.0,,4.0,2.0,2.0,4.0,2.0,3.0,13.0,10.0,3.0,3.0,,,,100.0
32,"McDougall, Andrew",3,4,7,10,,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,5.0,6.0,1.0,,1.0,,,74.0
23,"McMahon, Jordan",16,4,14,30,,,,2.0,6.0,1.0,2.0,3.0,,2.0,,8.0,20.0,,,1.0,1.0,,93.0
27,"Minson, Will",7,,7,14,,,16.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,7.0,6.0,,,1.0,1.0,,75.0
43,"Montgomery, Brett",,1,2,2,,,1.0,,,1.0,,3.0,,3.0,,,3.0,,,1.0,,,32.0
38,"Morris, Dale",7,6,5,12,,,,6.0,3.0,1.0,,,,,,1.0,11.0,,,5.0,,,97.0
2,"Murphy, Robert",10,7,1,11,1,,,2.0,2.0,1.0,,,1.0,,,3.0,7.0,,,,,1.0,68.0
15,"Power, Sam",12,10,14,26,,,,3.0,,2.0,1.0,1.0,,1.0,,2.0,25.0,,,4.0,,,97.0
1,"Ray, Farren",12,4,7,19,,1.0,,2.0,,5.0,1.0,4.0,4.0,1.0,,9.0,11.0,,,,1.0,,84.0
7,"West, Scott",6,3,23,29,,,1.0,5.0,1.0,1.0,4.0,5.0,1.0,3.0,,16.0,15.0,,,2.0,,,84.0
37,"Wight, Cameron",4,2,3,7,,,,2.0,,,,1.0,2.0,,,3.0,5.0,1.0,,8.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,106,194,419,17,11.0,22.0,64.0,41.0,53.0,33.0,51.0,30.0,28.0,6.0,132.0,287.0,8.0,7.0,54.0,22.0,7.0,
Opposition,Opposition,183,77,162,345,13,15.0,42.0,45.0,33.0,56.0,40.0,53.0,28.0,30.0,,119.0,228.0,10.0,8.0,50.0,11.0,8.0,
