Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",28y 364d,133 (77-2-54 58.65%),64 (0.48),121 (71-1-49 59.09%),52 (0.43)
30,"Biddiscombe, Craig",21y 252d,29 (18-1-10 63.79%),6 (0.21),←,
8,"Burns, Ronnie",25y 79d,55 (32-1-22 59.09%),97 (1.76),←,
2,"Colbert, Leigh",22y 358d,93 (58-1-34 62.90%),43 (0.46),←,
33,"Corrigan, Paul",20y 305d,24 (14-0-10 58.33%),3 (0.13),←,
7,"Graham, Ben",24y 210d,83 (54-0-29 65.06%),6 (0.07),←,
19,"Hall, Derek",27y 183d,60 (37-1-22 62.50%),64 (1.07),58 (35-1-22 61.21%),61 (1.05)
32,"Hocking, Garry",29y 235d,212 (124-2-86 58.96%),201 (0.95),←,
29,"Lowther, Daniel",21y 42d,11 (7-0-4 63.64%),3 (0.27),←,
21,"Mansfield, Michael",26y 296d,151 (90-1-60 59.93%),84 (0.56),←,
17,"McGrath, Tim",27y 236d,155 (98-1-56 63.55%),13 (0.08),148 (94-1-53 63.85%),13 (0.09)
31,"Mensch, David",25y 290d,85 (59-0-26 69.41%),83 (0.98),←,
39,"Milburn, Darren",21y 46d,17 (7-0-10 41.18%),7 (0.41),←,
34,"Rahilly, James",18y 350d,5 (4-0-1 80.00%),,←,
15,"Riccardi, Peter",25y 165d,133 (84-1-48 63.53%),129 (0.97),←,
27,"Sanderson, Brenton",24y 93d,75 (43-1-31 58.00%),19 (0.25),65 (41-1-23 63.85%),14 (0.22)
12,"Sholl, Brad",25y 202d,79 (49-1-29 62.66%),22 (0.28),77 (49-1-27 64.29%),22 (0.29)
4,"Snell, Jason",20y 308d,19 (12-0-7 63.16%),21 (1.11),←,
14,"Spinks, Brett",24y 205d,28 (17-0-11 60.71%),37 (1.32),7 (5-0-2 71.43%),23 (3.29)
20,"Steinfort, Carl",21y 60d,26 (15-0-11 57.69%),12 (0.46),←,
26,"Stoneham, Barry",30y 111d,204 (119-2-83 58.82%),177 (0.87),←,
42,"Wood, Justin",18y 164d,2 (1-0-1 50.00%),,←,
Totals,Totals,24y 91d,1679 (1019-15-645 60.69%),1091 (0.65),,
C,"Ayres, Gary",37y 245d,82 (51-1-30 62.80%),,←,
