Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Caldwell, Jye",5,5,5,10,,,,3.0,,1.0,,1.0,,,,4.0,7.0,,1.0,1.0,,1.0,64.0
18,"Cameron, Jeremy",7,5,1,8,,,,1.0,,3.0,,1.0,,1.0,,3.0,5.0,2.0,,2.0,,,91.0
3,"Coniglio, Stephen",10,2,9,19,1,,,1.0,2.0,,5.0,8.0,,4.0,,9.0,11.0,,,,1.0,,85.0
35,"Corr, Aidan",6,5,2,8,,,,,3.0,,,1.0,1.0,,,,6.0,,,2.0,,,89.0
16,"Daniels, Brent",6,1,7,13,1,,,2.0,,5.0,1.0,,,,,5.0,8.0,,,1.0,2.0,1.0,76.0
4,"Greene, Toby",12,2,8,20,,,,3.0,,5.0,2.0,3.0,1.0,,,5.0,15.0,,,,,2.0,86.0
19,"Haynes, Nick",12,7,5,17,,,,3.0,2.0,2.0,,1.0,1.0,,,5.0,13.0,1.0,,9.0,,,95.0
37,"Hill, Bobby",5,2,1,6,,1.0,,3.0,,1.0,,1.0,1.0,1.0,,4.0,3.0,,,,,,61.0
27,"Himmelberg, Harry",6,3,7,13,1,1.0,3.0,1.0,1.0,,2.0,1.0,,,,8.0,6.0,1.0,1.0,4.0,,1.0,87.0
2,"Hopper, Jacob",6,1,14,20,,1.0,,4.0,1.0,2.0,6.0,1.0,,,,12.0,8.0,,,1.0,,,72.0
25,"Keeffe, Lachlan",7,6,4,11,,,,,5.0,1.0,,2.0,,,,2.0,10.0,,,10.0,,,90.0
22,"Kelly, Josh",12,6,14,26,1,,,2.0,2.0,2.0,4.0,,1.0,,3.0,8.0,18.0,,1.0,1.0,,,90.0
40,"Kennedy, Adam",8,4,11,19,,,,4.0,1.0,1.0,,1.0,1.0,,,3.0,17.0,,,2.0,,1.0,86.0
38,"Lloyd, Daniel",8,6,9,17,1,,,1.0,,2.0,1.0,4.0,,1.0,,6.0,11.0,1.0,1.0,2.0,,,91.0
41,"Mumford, Shane",1,,8,9,,,23.0,3.0,1.0,1.0,4.0,2.0,,1.0,,5.0,4.0,,,1.0,,,82.0
36,"Perryman, Harry",13,4,11,24,,,,2.0,1.0,6.0,3.0,3.0,,,,13.0,12.0,2.0,1.0,,,,77.0
26,"Riccardi, Jake",12,10,4,16,2,1.0,,,,4.0,,4.0,,,,5.0,12.0,1.0,3.0,1.0,,1.0,90.0
23,"Shaw, Heath",9,4,5,14,,,,2.0,2.0,1.0,,,,,,4.0,10.0,1.0,,3.0,,,84.0
14,"Taranto, Tim",8,2,5,13,,,,5.0,1.0,2.0,2.0,3.0,1.0,1.0,,5.0,10.0,,,1.0,,,82.0
8,"Ward, Callan",5,4,2,7,,,,,1.0,,,1.0,,1.0,,1.0,7.0,,,,,,52.0
6,"Whitfield, Lachie",12,8,13,25,,,,2.0,2.0,1.0,3.0,1.0,,,,4.0,21.0,,,1.0,,,92.0
29,"Williams, Zac",12,6,4,16,,1.0,,5.0,1.0,1.0,,2.0,1.0,1.0,,5.0,10.0,,,2.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,93,149,331,7,7.0,26.0,47.0,26.0,41.0,33.0,41.0,8.0,11.0,3.0,116.0,224.0,9.0,8.0,44.0,3.0,7.0,
Opposition,Opposition,173,92,87,260,9,7.0,36.0,41.0,32.0,36.0,29.0,35.0,11.0,8.0,3.0,98.0,167.0,13.0,8.0,56.0,7.0,6.0,
