Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 162d,34 (12-1-21 36.76%),19 (0.56),←,
35,"Baxter, Darren",25y 76d,80 (35-2-43 45.00%),8 (0.10),←,
18,"Cameron, Leon",17y 274d,9 (5-0-4 55.56%),4 (0.44),←,
20,"Coleman, Glenn",29y 120d,133 (72-1-60 54.51%),77 (0.58),8 (4-0-4 50.00%),13 (1.63)
26,"Del-Re, Danny",22y 111d,3 (1-0-2 33.33%),1 (0.33),←,
12,"Eppelstun, Greg",23y 199d,69 (33-1-35 48.55%),1 (0.01),←,
32,"Foster, Peter",30y 1d,116 (61-2-53 53.45%),50 (0.43),109 (58-2-49 54.13%),48 (0.44)
29,"Grant, Chris",17y 172d,10 (5-0-5 50.00%),34 (3.40),←,
30,"Harrington, Tim",26y 257d,44 (15-1-28 35.23%),2 (0.05),16 (6-0-10 37.50%),
7,"Hawkins, Doug",30y 29d,232 (91-3-138 39.87%),108 (0.47),←,
43,"Hogg, Matthew",21y 164d,43 (16-1-26 38.37%),4 (0.09),←,
21,"Kolyniuk, Steven",19y 333d,20 (9-1-10 47.50%),17 (0.85),←,
39,"Liberatore, Tony",24y 112d,28 (16-0-12 57.14%),18 (0.64),←,
11,"McGuinness, Tony",26y 28d,97 (43-2-52 45.36%),93 (0.96),←,
40,"Moloney, Troy",24y 16d,31 (14-1-16 46.77%),4 (0.13),←,
33,"Royal, Brian",28y 173d,147 (76-2-69 52.38%),186 (1.27),←,
16,"Wallace, Terry",31y 172d,238 (140-2-96 59.24%),118 (0.50),53 (22-1-30 42.45%),15 (0.28)
24,"Wallis, Stephen",25y 219d,156 (78-2-76 50.64%),40 (0.26),←,
6,"Wigney, Stuart",21y 45d,32 (13-1-18 42.19%),12 (0.38),←,
15,"Wynd, Scott",20y 129d,29 (11-0-18 37.93%),6 (0.21),←,
Totals,Totals,24y 121d,1551 (746-23-782 48.10%),802 (0.52),,
C,"Wheeler, Terry",35y 82d,10 (5-0-5 50.00%),,←,
