Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",31y 95d,124 (56-1-67 45.56%),23 (0.19),←,
28,"Brown, Mitch",27y 361d,54 (26-0-28 48.15%),47 (0.87),39 (13-0-26 33.33%),38 (0.97)
32,"Colyer, Travis",27y,87 (43-1-43 50.00%),54 (0.62),←,
10,"Francis, Aaron",21y 14d,10 (4-0-6 40.00%),3 (0.30),←,
9,"Goddard, Brendon",33y 96d,334 (183-4-147 55.39%),160 (0.48),129 (57-1-71 44.57%),56 (0.43)
35,"Guelfi, Matt",21y 10d,15 (10-0-5 66.67%),5 (0.33),←,
21,"Heppell, Dyson",26y 102d,151 (74-2-75 49.67%),55 (0.36),←,
26,"Hooker, Cale",29y 315d,175 (81-2-92 46.86%),82 (0.47),←,
18,"Hurley, Michael",28y 84d,160 (75-3-82 47.81%),108 (0.68),←,
4,"Langford, Kyle",21y 266d,47 (17-0-30 36.17%),28 (0.60),←,
33,"Laverde, Jayden",22y 134d,30 (10-0-20 33.33%),19 (0.63),←,
22,"Leuenberger, Matthew",30y 78d,137 (42-1-94 31.02%),31 (0.23),29 (7-0-22 24.14%),4 (0.14)
43,"McDonald-Tipungwuti, Anthony",25y 124d,66 (27-0-39 40.91%),68 (1.03),←,
1,"McGrath, Andrew",20y 83d,41 (22-0-19 53.66%),6 (0.15),←,
45,"McKenna, Conor",22y 149d,51 (22-0-29 43.14%),17 (0.33),←,
7,"Merrett, Zach",22y 325d,103 (43-1-59 42.23%),36 (0.35),←,
23,"Myers, David",29y 55d,116 (61-0-55 52.59%),39 (0.34),←,
3,"Parish, Darcy",21y 30d,55 (20-0-35 36.36%),18 (0.33),←,
42,"Saad, Adam",24y 32d,70 (25-1-44 36.43%),3 (0.04),22 (12-0-10 54.55%),
5,"Smith, Devon",25y 96d,131 (50-2-79 38.93%),117 (0.89),22 (12-0-10 54.55%),17 (0.77)
25,"Stringer, Jake",24y 121d,109 (58-0-51 53.21%),190 (1.74),20 (10-0-10 50.00%),30 (1.50)
11,"Zaharakis, David",28y 184d,187 (84-2-101 45.45%),119 (0.64),←,
Totals,Totals,25y 225d,2253 (1033-20-1200 45.85%),1228 (0.55),,
C,"Worsfold, John",49y 333d,348 (176-2-170 50.86%),,67 (27-0-40 40.30%),
