Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,2,11,24,,,,1.0,,,,,5.0,2.0,,,,,,,,,
35,"Baxter, Darren",19,4,8,27,,1.0,,,,,,,2.0,3.0,,,,,,,,,
18,"Cameron, Leon",19,7,7,26,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
20,"Coleman, Glenn",14,7,7,21,1,1.0,,,,,,,2.0,1.0,,,,,,,,,
26,"Del-Re, Danny",13,4,5,18,2,,,2.0,,,,,2.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",4,1,5,9,,,,,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",13,3,6,19,,,,1.0,,,,,3.0,,,,,,,,,,
29,"Grant, Chris",2,1,2,4,,,,,,,,,,,,,,,,,,,
36,"Hannebery, Matt",1,,,1,,,,,,,,,1.0,,,,,,,,,,
30,"Harrington, Tim",5,,7,12,,,,2.0,,,,,3.0,1.0,,,,,,,,,
7,"Hawkins, Doug",7,5,2,9,1,,,,,,,,,1.0,,,,,,,,,
43,"Hogg, Matthew",5,2,6,11,,,,2.0,,,,,,1.0,,,,,,,,,
8,"Kennedy, Rick",3,3,4,7,2,,,,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",14,5,4,18,1,1.0,,,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",11,2,14,25,,1.0,,5.0,,,,,4.0,,,,,,,,,,
11,"McGuinness, Tony",14,,10,24,,,,1.0,,,,,,2.0,,,,,,,,,
33,"Royal, Brian",12,2,8,20,1,,,,,,,,2.0,,,,,,,,,,
16,"Wallace, Terry",10,4,17,27,1,,,,,,,,,2.0,,,,,,,,,
6,"Wigney, Stuart",10,7,6,16,1,2.0,,,,,,,,1.0,,,,,,,,,
15,"Wynd, Scott",3,4,4,7,,,3.0,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,63,133,325,10,8.0,3.0,15.0,,,,,29.0,20.0,1.0,,,,,,,,
Opposition,Opposition,210,78,96,306,15,11.0,24.0,32.0,,,,,20.0,29.0,5.0,,,,,,,,
