Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",22y 33d,28 (22-0-6 78.57%),14 (0.50),←,
18,"Betts, Eddie",29y 262d,249 (115-3-131 46.79%),464 (1.86),65 (40-0-25 61.54%),174 (2.68)
16,"Brown, Luke",23y 327d,87 (50-0-37 57.47%),7 (0.08),←,
23,"Cameron, Charlie",22y 40d,45 (29-0-16 64.44%),55 (1.22),←,
25,"Cheney, Kyle",26y 355d,73 (46-0-27 63.01%),2 (0.03),32 (22-0-10 68.75%),
2,"Crouch, Brad",22y 213d,37 (20-0-17 54.05%),12 (0.32),←,
44,"Crouch, Matt",21y 115d,43 (29-0-14 67.44%),9 (0.21),←,
26,"Douglas, Richard",29y 190d,191 (103-0-88 53.93%),131 (0.69),←,
15,"Hartigan, Kyle",24y 281d,47 (33-0-14 70.21%),1 (0.02),←,
4,"Jenkins, Josh",27y 188d,89 (53-0-36 59.55%),178 (2.00),←,
29,"Laird, Rory",22y 229d,72 (43-0-29 59.72%),6 (0.08),←,
6,"Lever, Jake",20y 162d,32 (22-0-10 68.75%),1 (0.03),←,
27,"Lynch, Tom",25y 334d,79 (50-0-29 63.29%),117 (1.48),73 (46-0-27 63.01%),113 (1.55)
31,"Lyons, Jarryd",24y 23d,51 (32-0-19 62.75%),31 (0.61),←,
14,"Mackay, David",28y 20d,159 (95-0-64 59.75%),46 (0.29),←,
41,"McGovern, Mitch",21y 308d,19 (14-0-5 73.68%),26 (1.37),←,
43,"OBrien, Reilly",20y 360d,2 (2-0-0 100.00%),1 (0.50),←,
9,"Sloane, Rory",26y 150d,138 (79-0-59 57.25%),85 (0.62),←,
33,"Smith, Brodie",24y 213d,117 (70-0-47 59.83%),33 (0.28),←,
12,"Talia, Daniel",24y 317d,118 (70-0-48 59.32%),6 (0.05),←,
5,"Thompson, Scott",33y 153d,303 (169-0-134 55.78%),161 (0.53),264 (151-0-113 57.20%),144 (0.55)
13,"Walker, Taylor",26y 111d,126 (71-0-55 56.35%),297 (2.36),←,
Totals,Totals,25y 0d,2105 (1217-3-885 57.81%),1683 (0.80),,
C,"Pyke, Don",47y 253d,20 (15-0-5 75.00%),,←,
