Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
47,"Beams, Ben",20y 340d,9 (4-0-5 44.44%),9 (1.00),←,
18,"Bishop, Matthew",24y 12d,14 (7-0-7 50.00%),3 (0.21),←,
19,"Chisholm, Scott",26y 56d,76 (29-0-47 38.16%),27 (0.36),13 (5-0-8 38.46%),2 (0.15)
8,"Farmer, Jeff",22y 29d,79 (30-0-49 37.97%),149 (1.89),←,
4,"Grgic, Brent",19y 288d,38 (16-0-22 42.11%),20 (0.53),←,
15,"Hopgood, Paul",26y 2d,107 (44-0-63 41.12%),10 (0.09),←,
27,"Ingerson, Anthony",29y 283d,118 (47-0-71 39.83%),40 (0.34),81 (31-0-50 38.27%),15 (0.19)
16,"Johnstone, Travis",19y 6d,25 (10-0-15 40.00%),20 (0.80),←,
36,"Leoncelli, Andrew",25y 6d,59 (25-0-34 42.37%),17 (0.29),←,
45,"Longmuir, Troy",20y 59d,16 (5-0-11 31.25%),3 (0.19),←,
23,"McDonald, James",22y 291d,38 (19-0-19 50.00%),18 (0.47),←,
9,"Neitz, David",24y 182d,133 (59-0-74 44.36%),199 (1.50),←,
43,"Rigoni, Guy",24y 361d,41 (22-0-19 53.66%),11 (0.27),←,
5,"Schwarz, David",26y 364d,109 (47-1-61 43.58%),172 (1.58),←,
1,"Shanahan, Jamie",31y 229d,157 (82-1-74 52.55%),,32 (18-0-14 56.25%),
12,"Viney, Todd",33y 115d,230 (110-1-119 48.04%),91 (0.40),←,
42,"Walsh, Peter",22y 364d,14 (5-0-9 35.71%),,←,
26,"Ward, Daniel",22y 14d,17 (5-0-12 29.41%),2 (0.12),←,
34,"White, Jeff",22y 154d,71 (34-0-37 47.89%),42 (0.59),39 (21-0-18 53.85%),24 (0.62)
49,"Williams, Luke",19y 206d,1 (0-0-1 0.00%),,←,
22,"Woewodin, Shane",23y 11d,64 (26-0-38 40.63%),21 (0.33),←,
13,"Yze, Adem",21y 305d,89 (36-0-53 40.45%),37 (0.42),←,
Totals,Totals,24y 18d,1505 (662-3-840 43.99%),891 (0.59),,
C,"Daniher, Neale",38y 158d,42 (22-0-20 52.38%),,←,
