West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
10,"Braun, Michael",28y 106d,174 (95-2-77 55.17%),54 (0.31),←,
26,"Butler, Sam",20y 175d,28 (20-0-8 71.43%),4 (0.14),←,
17,"Chick, Daniel",30y 148d,223 (123-4-96 56.05%),205 (0.92),74 (49-2-23 67.57%),46 (0.62)
9,"Cousins, Ben",28y 8d,220 (120-3-97 55.23%),190 (0.86),←,
32,"Embley, Andrew",25y 11d,123 (68-1-54 55.69%),131 (1.07),←,
7,"Fletcher, Chad",26y 312d,137 (73-3-61 54.38%),65 (0.47),←,
1,"Gardiner, Michael",27y 3d,128 (65-2-61 51.56%),87 (0.68),←,
23,"Glass, Darren",25y 55d,110 (60-2-48 55.45%),7 (0.06),←,
22,"Graham, Jaymie",23y 152d,16 (13-0-3 81.25%),12 (0.75),←,
29,"Hansen, Ashley",23y 127d,33 (27-0-6 81.82%),40 (1.21),←,
39,"Hunter, Adam",25y 20d,100 (58-2-40 59.00%),41 (0.41),←,
3,"Judd, Chris",22y 303d,103 (63-2-38 62.14%),103 (1.00),←,
4,"Kerr, Daniel",23y 53d,119 (63-2-54 53.78%),69 (0.58),←,
19,"LeCras, Mark",19y 312d,3 (3-0-0 100.00%),2 (0.67),←,
21,"Lynch, Quinten",23y 165d,70 (46-0-24 65.71%),80 (1.14),←,
31,"Nicoski, Mark",22y 226d,44 (30-0-14 68.18%),18 (0.41),←,
14,"Seaby, Mark",22y 68d,48 (35-0-13 72.92%),30 (0.63),←,
37,"Selwood, Adam",22y 68d,39 (27-0-12 69.23%),13 (0.33),←,
41,"Staker, Brent",22y 46d,60 (39-1-20 65.83%),37 (0.62),←,
5,"Stenglein, Tyson",25y 357d,142 (84-0-58 59.15%),40 (0.28),36 (28-0-8 77.78%),14 (0.39)
8,"Waters, Beau",20y 100d,21 (17-0-4 80.95%),3 (0.14),←,
44,"Wirrpanda, David",26y 339d,161 (88-3-70 55.59%),68 (0.42),←,
Totals,Totals,24y 110d,2102 (1217-27-858 57.90%),1299 (0.62),,
C,"Worsfold, John",37y 286d,108 (66-2-40 62.04%),,←,
