Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,6,16,26,,,,,,,,,,,,,,,,,,,
32,"Baldwin, Jason",6,1,2,8,,,,1.0,,,,,1.0,,,,,,,,,,
22,"Bamford, Scott",9,3,7,16,,1.0,,,,,,,,1.0,,,,,,,,,
5,"Barker, John",6,4,2,8,1,,,,,,,,,1.0,,,,,,,,,
1,"Boyd, Brad",16,4,10,26,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
30,"Carter, Nick",2,,8,10,,,,1.0,,,,,1.0,,,,,,,,,,
29,"Cassidy, Brad",,,1,1,,,,1.0,,,,,,1.0,,,,,,,,,
27,"Chandler, Brett",8,3,15,23,,,,4.0,,,,,,2.0,,,,,,,,,
31,"Dent, Matthew",11,6,12,23,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Hawking, Simon",2,1,,2,,,,1.0,,,,,,2.0,,,,,,,,,
2,"Johnson, Chris",4,4,15,19,,,,3.0,,,,,,2.0,,,,,,,,,
26,"Manfield, Matthew",1,1,2,3,,,,1.0,,,,,,,,,,,,,,,
25,"McCarthy, John",3,1,10,13,,1.0,,2.0,,,,,,2.0,,,,,,,,,
3,"Mellington, Anthony",2,2,3,5,,1.0,,,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",5,1,5,10,,,,5.0,,,,,,1.0,,,,,,,,,
4,"Paxman, Stephen",6,2,4,10,,,,1.0,,,,,2.0,,,,,,,,,,
8,"Pike, Martin",17,3,10,27,,1.0,,5.0,,,,,2.0,,,,,,,,,,
12,"Primus, Matthew",7,1,6,13,,,24.0,2.0,,,,,2.0,,,,,,,,,,
37,"Rombotis, John",4,1,2,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Warfe, Rowan",11,2,8,19,,,,,,,,,3.0,,,,,,,,,,
39,"Warry, Marty",3,2,1,4,3,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,133,48,139,272,5,6.0,24.0,30.0,,,,,13.0,15.0,,,,,,,,,
Opposition,Opposition,248,113,160,408,28,19.0,13.0,25.0,,,,,15.0,13.0,6.0,,,,,,,,
