Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Blakey, John",11,4.0,7.0,18,1.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Bourke, Matthew",11,1.0,1.0,12,1.0,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
17,"Broderick, Paul",2,,6.0,8,,1.0,,,,,,,1.0,,,,,,,,,,
40,"Bunn, Mark",8,2.0,6.0,14,,,,,,,,,2.0,1.0,,,,,,,,,
16,"Cormack, Joe",8,3.0,8.0,16,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
10,"Davis, Brad",6,4.0,7.0,13,1.0,,4.0,1.0,,,,,1.0,,,,,,,,,,
2,"Dundas, Matthew",3,1.0,4.0,7,,1.0,,,,,,,1.0,2.0,,,,,,,,,
7,"Gale, Michael",8,3.0,7.0,15,,1.0,,,,,,,1.0,1.0,,,,,,,,,
19,"Klaebe, Brenton",4,4.0,3.0,7,,1.0,,,,,,,,,,,,,,,,,
11,"Lynch, Alastair",13,4.0,2.0,15,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
29,"Lyon, Ross",16,3.0,11.0,27,,,,1.0,,,,,2.0,3.0,,,,,,,,,
25,"OConnell, David",14,10.0,7.0,21,,,6.0,,,,,,3.0,1.0,,,,,,,,,
44,"Osborne, Richard",6,1.0,,6,,2.0,,,,,,,,2.0,,,,,,,,,
1,"Roos, Paul",11,5.0,3.0,14,2.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,
20,"Rowe, Duane",9,4.0,3.0,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Stephens, Brett",7,2.0,8.0,15,,,,,,,,,1.0,4.0,,,,,,,,,
13,"Stevenson, Shayne",17,5.0,7.0,24,,1.0,,,,,,,1.0,1.0,,,,,,,,,
31,"Strooper, David",4,3.0,,4,,,,,,,,,,,,,,,,,,,
30,"Waterson, Chris",10,2.0,8.0,18,,,,,,,,,2.0,,,,,,,,,,
8,"Wynd, Jim",15,4.0,5.0,20,,,,,,,,,2.0,2.0,,,,,,,,,
Totals,Totals,183,65.0,103.0,286,6.0,13.0,11.0,7.0,,,,,24.0,27.0,,,,,,,,,
Opposition,Opposition,230,85.0,92.0,322,27.0,18.0,20.0,23.0,,,,,27.0,24.0,6.0,,,,,,,,
