Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",26y 231d,65 (43-0-22 66.15%),10 (0.15),←,
24,"Bews, Jed",28y 144d,135 (81-2-52 60.74%),16 (0.12),←,
46,"Blicavs, Mark",31y 40d,211 (139-2-70 66.35%),47 (0.22),←,
5,"Cameron, Jeremy",29y 36d,194 (92-3-99 48.20%),490 (2.53),23 (15-0-8 65.22%),63 (2.74)
45,"Close, Brad",23y 281d,38 (26-0-12 68.42%),26 (0.68),←,
35,"Dangerfield, Patrick",32y 32d,291 (171-1-119 58.93%),311 (1.07),137 (90-1-46 66.06%),148 (1.08)
16,"De Koning, Sam",21y 70d,8 (6-0-2 75.00%),,←,
22,"Duncan, Mitch",30y 331d,243 (172-1-70 70.99%),169 (0.70),←,
31,"Evans, Francis",20y 257d,4 (4-0-0 100.00%),3 (0.75),←,
29,"Guthrie, Cameron",29y 261d,213 (139-2-72 65.73%),65 (0.31),←,
39,"Guthrie, Zach",23y 311d,37 (22-1-14 60.81%),3 (0.08),←,
26,"Hawkins, Tom",33y 290d,310 (219-2-89 70.97%),688 (2.22),←,
10,"Knevitt, Mitch",19y 119d,1 (1-0-0 100.00%),,←,
8,"Kolodjashnij, Jake",26y 271d,140 (91-2-47 65.71%),2 (0.01),←,
32,"Miers, Gryan",23y 38d,66 (43-0-23 65.15%),59 (0.89),←,
19,"Narkle, Quinton",24y 155d,36 (23-0-13 63.89%),16 (0.44),←,
42,"OConnor, Mark",25y 110d,70 (45-0-25 64.29%),4 (0.06),←,
3,"Parfitt, Brandan",24y 10d,103 (72-0-31 69.90%),43 (0.42),←,
7,"Smith, Isaac",33y 128d,242 (166-1-75 68.80%),182 (0.75),32 (22-0-10 68.75%),17 (0.53)
18,"Stengle, Tyson",23y 200d,24 (10-0-14 41.67%),31 (1.29),8 (5-0-3 62.50%),16 (2.00)
12,"Stephens, Cooper",21y 110d,1 (1-0-0 100.00%),,←,
44,"Stewart, Tom",29y 53d,113 (75-0-38 66.37%),3 (0.03),←,
2,"Tuohy, Zach",32y 148d,234 (121-2-111 52.14%),80 (0.34),114 (73-1-40 64.47%),40 (0.35)
Totals,Totals,26y 253d,2779 (1762-19-998 63.40%),2248 (0.81),,
C,"Scott, Chris",46y 4d,269 (184-2-83 68.77%),,←,
