Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Arnott, Simon",7,2,2,9,,,,,1.0,2.0,1.0,2.0,,,,5.0,4.0,,,1.0,,,
8,"Burns, Ronnie",7,2,9,16,3,1.0,,1.0,,1.0,,3.0,1.0,2.0,,7.0,11.0,,1.0,,,,
51,"Clarke, David",11,7,3,14,1,,,2.0,2.0,1.0,1.0,,1.0,1.0,,5.0,13.0,,,1.0,,,
33,"Corrigan, Paul",10,4,6,16,,,,2.0,4.0,1.0,1.0,1.0,,,,8.0,8.0,1.0,,,,,
35,"Finocchiaro, Tim",1,,,1,,,,,,1.0,,1.0,,,,,1.0,,,,,,
7,"Graham, Ben",11,2,2,13,,,,3.0,6.0,2.0,,1.0,,,,7.0,7.0,1.0,,,4.0,,
37,"Harley, Tom",5,1,1,6,,,,1.0,1.0,,,,3.0,,,2.0,2.0,,,1.0,,,
3,"Houlihan, Adam",8,5,6,14,,,,1.0,,2.0,4.0,1.0,,,,6.0,8.0,,,,,,
13,"Kilpatrick, Glenn",14,2,8,22,,,,,,6.0,3.0,3.0,,1.0,,13.0,9.0,,,3.0,,,
1,"King, Steven",15,1,9,24,1,,17.0,3.0,1.0,4.0,10.0,3.0,4.0,1.0,,21.0,5.0,,,2.0,,,
21,"Mansfield, Michael",6,5,1,7,,1.0,,,,3.0,1.0,2.0,,2.0,,3.0,5.0,2.0,1.0,1.0,,,
17,"McGrath, Tim",15,9,3,18,,,,1.0,4.0,1.0,,2.0,1.0,,,6.0,11.0,1.0,,1.0,1.0,,
31,"Mensch, David",11,5,14,25,1,2.0,3.0,2.0,2.0,2.0,4.0,3.0,,1.0,,10.0,13.0,,1.0,4.0,,,
39,"Milburn, Darren",6,2,8,14,,,2.0,2.0,,1.0,1.0,3.0,1.0,2.0,,4.0,9.0,,,1.0,,,
34,"Rahilly, James",11,,3,14,,,,,1.0,6.0,1.0,,,,,5.0,9.0,,,1.0,1.0,,
15,"Riccardi, Peter",22,2,4,26,3,2.0,,3.0,1.0,8.0,6.0,2.0,2.0,,1.0,16.0,9.0,1.0,1.0,2.0,,,
27,"Sanderson, Brenton",7,3,2,9,1,,1.0,1.0,1.0,3.0,2.0,,,,,3.0,7.0,,,1.0,,,
12,"Sholl, Brad",4,1,6,10,,,,,2.0,1.0,1.0,3.0,,,,5.0,5.0,,,3.0,,,
24,"Simpson, Hamish",4,7,9,13,,,,1.0,,2.0,,,,,,6.0,8.0,1.0,,1.0,,,
4,"Snell, Jason",10,1,6,16,1,1.0,,1.0,,3.0,,,1.0,,,7.0,9.0,,,,4.0,,
20,"Steinfort, Carl",6,4,5,11,,1.0,,,,3.0,1.0,,1.0,2.0,,4.0,9.0,1.0,,3.0,,,
26,"Stoneham, Barry",9,3,3,12,4,,2.0,3.0,,4.0,2.0,2.0,1.0,1.0,,6.0,6.0,,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,68,110,310,15,11.0,25.0,27.0,26.0,57.0,39.0,32.0,16.0,13.0,1.0,149.0,168.0,8.0,5.0,26.0,10.0,,
Opposition,Opposition,216,78,106,322,15,13.0,31.0,33.0,36.0,51.0,37.0,26.0,13.0,16.0,5.0,136.0,189.0,15.0,15.0,32.0,7.0,,
