Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
25,"Bode, Matthew",19y 55d,7 (3-0-4 42.86%),4 (0.57),←,
26,"Burgoyne, Peter",20y 206d,24 (10-1-13 43.75%),19 (0.79),←,
32,"Carr, Tom",20y 68d,3 (2-0-1 66.67%),,←,
7,"Chalmers, Brett",25y 122d,58 (23-1-34 40.52%),12 (0.21),8 (3-0-5 37.50%),4 (0.50)
37,"Dew, Stuart",19y 5d,15 (5-1-9 36.67%),10 (0.67),←,
19,"Dickie, Donald",26y 107d,40 (17-2-21 45.00%),16 (0.40),←,
11,"Eagleton, Nathan",19y 286d,39 (17-2-20 46.15%),32 (0.82),←,
8,"Francis, Fabian",24y 303d,44 (18-1-25 42.05%),22 (0.50),21 (11-1-9 54.76%),5 (0.24)
10,"Francou, Josh",24y 16d,43 (19-2-22 46.51%),28 (0.65),←,
18,"Harwood, Mark",20y 137d,5 (1-1-3 30.00%),,←,
12,"Heaver, Brent",27y 69d,91 (60-1-30 66.48%),130 (1.43),15 (7-0-8 46.67%),12 (0.80)
38,"James, Roger",22y 306d,22 (10-1-11 47.73%),8 (0.36),←,
29,"Kingsley, Adam",23y 3d,33 (16-1-16 50.00%),12 (0.36),←,
20,"Lade, Brendon",22y 44d,43 (19-2-22 46.51%),34 (0.79),←,
22,"Lockwood, Bowen",20y 53d,29 (13-1-15 46.55%),23 (0.79),←,
9,"Lyle, Brayden",25y 170d,67 (32-2-33 49.25%),10 (0.15),41 (18-2-21 46.34%),5 (0.12)
33,"Mead, Darren",27y 147d,43 (19-2-22 46.51%),3 (0.07),←,
14,"Paxman, Stephen",27y 262d,141 (40-1-100 28.72%),20 (0.14),39 (18-1-20 47.44%),2 (0.05)
2,"Primus, Matthew",23y 223d,59 (19-2-38 33.90%),15 (0.25),39 (18-2-19 48.72%),10 (0.26)
36,"Stevens, Nick",18y 232d,16 (7-1-8 46.88%),13 (0.81),←,
16,"Tredrea, Warren",19y 242d,17 (8-0-9 47.06%),33 (1.94),←,
15,"Wilson, Michael",21y 275d,42 (19-2-21 47.62%),21 (0.50),←,
Totals,Totals,22y 251d,881 (377-27-477 42.79%),465 (0.53),,
C,"Cahill, John",58y 118d,90 (46-2-42 52.22%),,43 (19-2-22 46.51%),
