Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 148d,167 (68-2-97 41.32%),39 (0.23),←,
4,"Aish, James",18y 155d,4 (0-0-4 0.00%),1 (0.25),←,
8,"Bewick, Rohan",24y 184d,49 (21-0-28 42.86%),41 (0.84),←,
16,"Brown, Jonathan",32y 165d,249 (142-3-104 57.63%),580 (2.33),←,
42,"Clarke, Justin",20y 145d,18 (7-0-11 38.89%),1 (0.06),←,
26,"Cutler, Tom",19y 51d,1 (0-0-1 0.00%),,←,
41,"Golby, Mitch",22y 191d,43 (17-0-26 39.53%),6 (0.14),←,
11,"Hanley, Pearce",25y 148d,80 (26-0-54 32.50%),30 (0.38),←,
2,"Harwood, Ryan",22y 248d,44 (17-0-27 38.64%),4 (0.09),←,
23,"Leuenberger, Matthew",25y 309d,93 (33-1-59 36.02%),20 (0.22),←,
19,"Lisle, Jordan",23y 274d,21 (10-0-11 47.62%),16 (0.76),16 (6-0-10 37.50%),15 (0.94)
32,"Mayes, Sam",19y 327d,22 (10-0-12 45.45%),20 (0.91),←,
3,"Moloney, Brent",30y 74d,165 (54-3-108 33.64%),46 (0.28),20 (5-0-15 25.00%),9 (0.45)
39,"Paine, Jackson",20y 295d,7 (4-0-3 57.14%),8 (1.14),1 (0-0-1 0.00%),
22,"Paparone, Marco",19y 221d,9 (2-0-7 22.22%),7 (0.78),←,
24,"Patfull, Joel",29y 126d,165 (66-3-96 40.91%),22 (0.13),←,
30,"Redden, Jack",23y 124d,102 (37-1-64 36.76%),45 (0.44),←,
18,"Robertson, Nick",18y 313d,1 (0-0-1 0.00%),,←,
38,"Rockliff, Tom",24y 49d,86 (28-0-58 32.56%),47 (0.55),←,
28,"Taylor, Lewis",19y 54d,4 (0-0-4 0.00%),1 (0.25),←,
13,"West, Trent",26y 177d,58 (42-0-16 72.41%),26 (0.45),4 (0-0-4 0.00%),3 (0.75)
15,"Zorko, Dayne",25y 62d,42 (18-0-24 42.86%),44 (1.05),←,
Totals,Totals,23y 241d,1430 (602-13-815 42.10%),1004 (0.70),,
C,"Leppitsch, Justin",38y 193d,4 (0-0-4 0.00%),,←,
