Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
16,"Bramble, Lachlan",24y 33d,14 (5-2-7 42.86%),1 (0.07),←,
22,"Breust, Luke",31y 192d,248 (159-2-87 64.52%),459 (1.85),←,
30,"Butler, Sam",19y 101d,2 (1-0-1 50.00%),2 (1.00),←,
12,"Day, Will",20y 351d,23 (6-0-17 26.09%),1 (0.04),←,
8,"Frost, Sam",28y 267d,139 (52-2-85 38.13%),9 (0.06),48 (16-2-30 35.42%),1 (0.02)
24,"Grainger-Barras, Denver",20y 35d,14 (6-1-7 46.43%),,←,
15,"Hardwick, Blake",25y 106d,112 (52-2-58 47.32%),6 (0.05),←,
28,"Hartigan, Kyle",30y 196d,133 (72-2-59 54.89%),1 (0.01),20 (7-2-11 40.00%),
17,"Howe, Daniel",26y 169d,91 (46-3-42 52.20%),21 (0.23),←,
4,"Impey, Jarman",26y 317d,141 (69-0-72 48.94%),55 (0.39),66 (29-0-37 43.94%),21 (0.32)
9,"Jiath, Changkuoth",22y 343d,29 (10-0-19 34.48%),,←,
23,"Koschitzke, Jacob",21y 315d,26 (8-2-16 34.62%),38 (1.46),←,
2,"Lewis, Mitch",23y 220d,43 (16-2-25 39.53%),69 (1.60),←,
18,"Lynch, Max",23y 252d,9 (4-0-5 44.44%),4 (0.44),6 (2-0-4 33.33%),4 (0.67)
3,"Mitchell, Tom",28y 356d,159 (83-3-73 53.14%),75 (0.47),94 (41-3-50 45.21%),37 (0.39)
13,"Moore, Dylan",22y 291d,40 (13-1-26 33.75%),47 (1.17),←,
1,"Morrison, Harry",23y 191d,66 (29-1-36 44.70%),15 (0.23),←,
11,"Nash, Conor",23y 298d,38 (18-1-19 48.68%),14 (0.37),←,
44,"Newcombe, Jai",20y 293d,17 (7-2-8 47.06%),4 (0.24),←,
10,"OMeara, Jaeger",28y 88d,132 (59-2-71 45.45%),65 (0.49),88 (41-2-45 47.73%),38 (0.43)
26,"Shiels, Liam",31y 23d,248 (155-3-90 63.10%),87 (0.35),←,
6,"Sicily, James",27y 136d,103 (54-1-48 52.91%),58 (0.56),←,
20,"Wingard, Chad",28y 297d,201 (98-2-101 49.25%),286 (1.42),54 (22-1-31 41.67%),54 (1.00)
Totals,Totals,25y 101d,2028 (1022-34-972 50.39%),1317 (0.65),,
C,"Mitchell, Sam",39y 222d,10 (4-0-6 40.00%),,←,
