Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y 322d,260 (109-1-150 42.12%),174 (0.67),←,
42,"Collins, Andrew",20y 173d,4 (1-0-3 25.00%),5 (1.25),←,
24,"Coughlan, Mark",27y 19d,86 (32-0-54 37.21%),38 (0.44),←,
32,"Cousins, Ben",30y 313d,240 (134-3-103 56.46%),206 (0.86),2 (0-0-2 0.00%),1 (0.50)
3,"Deledio, Brett",22y 21d,91 (36-2-53 40.66%),72 (0.79),←,
10,"Edwards, Shane",20y 196d,36 (10-2-24 30.56%),24 (0.67),←,
41,"Foley, Nathan",23y 243d,77 (26-2-49 35.06%),20 (0.26),←,
44,"Graham, Angus",22y 23d,8 (2-0-6 25.00%),3 (0.38),←,
23,"Jackson, Daniel",23y 14d,54 (16-1-37 30.56%),15 (0.28),←,
16,"McGuane, Luke",22y 86d,39 (12-1-26 32.05%),1 (0.03),←,
40,"Moore, Kelvin",25y 45d,53 (14-1-38 27.36%),11 (0.21),←,
38,"Nahas, Robin",21y 180d,5 (1-0-4 20.00%),4 (0.80),←,
17,"Newman, Chris",26y 356d,140 (46-2-92 33.57%),18 (0.13),←,
22,"Oakley-Nicholls, Jarrad",21y 89d,12 (5-0-7 41.67%),1 (0.08),←,
14,"Polo, Dean",22y 277d,37 (14-1-22 39.19%),7 (0.19),←,
18,"Rance, Alex",19y 212d,6 (1-0-5 16.67%),,←,
8,"Riewoldt, Jack",20y 190d,33 (12-1-20 37.88%),32 (0.97),←,
25,"Schulz, Jay",24y 21d,71 (24-2-45 35.21%),58 (0.82),←,
5,"Simmonds, Troy",30y 300d,184 (84-1-99 45.92%),129 (0.70),80 (32-1-47 40.63%),63 (0.79)
30,"Tambling, Richard",22y 239d,80 (33-2-45 42.50%),53 (0.66),←,
21,"Tuck, Shane",27y 136d,98 (36-2-60 37.76%),46 (0.47),←,
35,"White, Matt",22y 24d,45 (17-2-26 40.00%),18 (0.40),←,
Totals,Totals,23y 357d,1659 (665-26-968 40.08%),935 (0.56),,
C,"Wallace, Terry",50y 147d,243 (115-4-124 48.15%),,95 (36-2-57 38.95%),
