Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Bailey, Max",1,1,2,3,,,7.0,,,1.0,,3.0,1.0,3.0,,2.0,2.0,,,,,,30.0
10,"Bateman, Chance",10,5,9,19,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,6.0,13.0,,,1.0,1.0,,84.0
35,"Birchall, Grant",8,7,11,19,,,,1.0,2.0,2.0,,2.0,,1.0,,3.0,16.0,,,,1.0,,69.0
30,"Brown, Campbell",14,8,11,25,,,,3.0,5.0,3.0,,3.0,,,,7.0,18.0,1.0,,3.0,3.0,1.0,96.0
39,"Campbell, Robert",3,2,6,9,,,17.0,1.0,,2.0,2.0,,1.0,,,4.0,5.0,,,3.0,,,80.0
9,"Crawford, Shane",13,13,16,29,,1.0,,1.0,,6.0,1.0,2.0,,1.0,,5.0,23.0,1.0,,1.0,1.0,1.0,94.0
24,"Croad, Trent",4,3,4,8,,1.0,1.0,1.0,1.0,,,4.0,,2.0,,3.0,5.0,2.0,1.0,2.0,,,100.0
26,"Dawson, Zac",4,10,12,16,,,,3.0,3.0,,1.0,1.0,,1.0,,5.0,11.0,1.0,,4.0,1.0,,100.0
19,"Dixon, Ben",5,5,3,8,2,,,1.0,,3.0,,,,,,2.0,6.0,,2.0,1.0,,,91.0
34,"Dowler, Beau",2,1,3,5,,,,3.0,,1.0,,,,,,1.0,4.0,,,2.0,,1.0,70.0
23,"Franklin, Lance",2,2,7,9,1,,1.0,3.0,1.0,1.0,,1.0,,1.0,,3.0,7.0,,,,1.0,,86.0
18,"Guerra, Brent",17,4,5,22,,,,2.0,13.0,2.0,1.0,1.0,1.0,,,2.0,19.0,,,,,,73.0
15,"Hodge, Luke",6,,4,10,,2.0,,3.0,,4.0,3.0,3.0,2.0,3.0,,5.0,5.0,,,3.0,1.0,,82.0
22,"Kane, Ben",8,5,7,15,,1.0,1.0,3.0,,,5.0,1.0,1.0,,,7.0,8.0,,1.0,,1.0,,65.0
4,"Ladson, Rick",8,4,10,18,,,,3.0,1.0,,1.0,,,,,4.0,14.0,,1.0,3.0,1.0,1.0,95.0
3,"Lewis, Jordan",8,2,9,17,,,,,,3.0,3.0,3.0,2.0,2.0,,9.0,8.0,,,,,1.0,76.0
5,"Mitchell, Sam",17,6,12,29,,,,2.0,4.0,5.0,3.0,3.0,,1.0,,8.0,20.0,2.0,,1.0,1.0,,92.0
29,"Murphy, Tom",11,5,6,17,,,,3.0,4.0,,,1.0,,,,4.0,13.0,1.0,,1.0,,,76.0
12,"Sewell, Brad",10,9,6,16,,,,6.0,2.0,1.0,2.0,1.0,1.0,1.0,,4.0,13.0,,,4.0,1.0,,100.0
21,"Vandenberg, Richard",8,3,5,13,,,,2.0,1.0,3.0,,3.0,,,,3.0,10.0,,1.0,1.0,2.0,2.0,76.0
6,"Williams, Mark",7,6,2,9,4,1.0,,2.0,,,,,,,,3.0,6.0,,6.0,2.0,,,100.0
45,"Young, Clinton",9,4,5,14,,,,2.0,3.0,2.0,1.0,1.0,2.0,,,3.0,10.0,,,,1.0,,63.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,105,155,330,7,9.0,27.0,45.0,41.0,40.0,24.0,34.0,12.0,16.0,,93.0,236.0,8.0,12.0,32.0,16.0,7.0,
Opposition,Opposition,218,126,152,370,14,20.0,33.0,47.0,34.0,57.0,39.0,31.0,17.0,12.0,6.0,110.0,258.0,15.0,20.0,47.0,12.0,7.0,
