Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",20y 252d,36 (6-0-30 16.67%),12 (0.33),5 (3-0-2 60.00%),
17,"Beams, Dayne",24y 107d,101 (73-2-26 73.27%),109 (1.08),←,
11,"Blair, Jarryd",24y 46d,90 (67-1-22 75.00%),71 (0.79),←,
32,"Cloke, Travis",27y 86d,206 (133-2-71 65.05%),366 (1.78),←,
19,"Elliott, Jamie",21y 282d,45 (30-0-15 66.67%),59 (1.31),←,
1,"Fasolo, Alex",21y 356d,46 (33-0-13 71.74%),50 (1.09),←,
45,"Frost, Jack",22y 94d,12 (8-0-4 66.67%),,←,
6,"Goldsack, Tyson",27y 8d,114 (76-0-38 66.67%),43 (0.38),←,
23,"Keeffe, Lachlan",24y 46d,29 (21-0-8 72.41%),6 (0.21),←,
41,"Langdon, Tom",19y 355d,10 (7-0-3 70.00%),,←,
8,"Lumumba, Heritier",27y 196d,188 (126-2-60 67.55%),27 (0.14),←,
3,"Macaffer, Brent",26y 91d,62 (42-2-18 69.35%),30 (0.48),←,
5,"Maxwell, Nick",30y 361d,207 (133-2-72 64.73%),29 (0.14),←,
10,"Pendlebury, Scott",26y 143d,181 (121-2-58 67.40%),121 (0.67),←,
40,"Seedsman, Paul",22y 128d,29 (18-0-11 62.07%),11 (0.38),←,
22,"Sidebottom, Steele",23y 148d,118 (85-2-31 72.88%),91 (0.77),←,
24,"Thomas, Josh",22y 241d,24 (18-0-6 75.00%),14 (0.58),←,
34,"Toovey, Alan",27y 68d,123 (87-2-34 71.54%),9 (0.07),←,
18,"White, Jesse",26y 141d,80 (42-2-36 53.75%),86 (1.08),9 (7-0-2 77.78%),13 (1.44)
26,"Williams, Marley",20y 312d,26 (18-0-8 69.23%),3 (0.12),←,
15,"Witts, Jarrod",21y 259d,15 (11-0-4 73.33%),9 (0.60),←,
14,"Young, Clinton",28y 103d,127 (79-1-47 62.60%),62 (0.49),11 (8-0-3 72.73%),2 (0.18)
Totals,Totals,24y 157d,1869 (1234-20-615 66.02%),1208 (0.65),,
C,"Buckley, Nathan",41y 308d,58 (38-0-20 65.52%),,←,
