Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",26y 125d,165 (73-0-92 44.24%),10 (0.06),←,
8,"Ashcroft, Will",18y 344d,5 (3-0-2 60.00%),2 (0.40),←,
33,"Bailey, Zac",23y 204d,99 (63-0-36 63.64%),96 (0.97),←,
7,"Berry, Jarrod",25y 69d,113 (60-0-53 53.10%),52 (0.46),←,
23,"Cameron, Charlie",28y 284d,181 (114-1-66 63.26%),314 (1.73),108 (67-0-41 62.04%),227 (2.10)
18,"Coleman, Keidean",23y 15d,45 (29-0-16 64.44%),12 (0.27),←,
3,"Daniher, Joe",29y 42d,156 (71-1-84 45.83%),288 (1.85),48 (31-0-17 64.58%),97 (2.02)
5,"Dunkley, Josh",26y 96d,121 (68-0-53 56.20%),65 (0.54),5 (3-0-2 60.00%),
32,"Fort, Darcy",29y 252d,29 (20-0-9 68.97%),16 (0.55),21 (15-0-6 71.43%),10 (0.48)
30,"Hipwood, Eric",25y 214d,132 (66-0-66 50.00%),196 (1.48),←,
41,"Joyce, Darragh",25y 357d,17 (9-0-8 52.94%),,4 (3-0-1 75.00%),
17,"Lyons, Jarryd",30y 267d,182 (106-0-76 58.24%),84 (0.46),90 (62-0-28 68.89%),35 (0.39)
11,"McCarthy, Lincoln",29y 175d,124 (87-0-37 70.16%),133 (1.07),95 (64-0-31 67.37%),108 (1.14)
6,"McCluggage, Hugh",25y 43d,135 (73-0-62 54.07%),85 (0.63),←,
46,"McInerney, Oscar",28y 279d,106 (65-0-41 61.32%),47 (0.44),←,
26,"McKenna, Conor",27y 18d,84 (38-1-45 45.83%),22 (0.26),5 (3-0-2 60.00%),2 (0.40)
9,"Neale, Lachie",29y 326d,225 (124-0-101 55.11%),113 (0.50),90 (59-0-31 65.56%),46 (0.51)
40,"Payne, Jack",23y 182d,32 (17-0-15 53.13%),2 (0.06),←,
16,"Rayner, Cam",23y 176d,92 (53-0-39 57.61%),88 (0.96),←,
10,"Rich, Daniel",32y 312d,271 (118-1-152 43.73%),115 (0.42),←,
37,"Starcevich, Brandon",23y 265d,76 (51-0-25 67.11%),5 (0.07),←,
44,"Wilmot, Darcy",19y 105d,8 (5-0-3 62.50%),3 (0.38),←,
15,"Zorko, Dayne",34y 65d,234 (104-0-130 44.44%),220 (0.94),←,
Totals,Totals,26y 199d,2632 (1417-4-1211 53.84%),1968 (0.75),,
C,"Fagan, Chris",61y 296d,141 (76-0-65 53.90%),,←,
