Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",25y 284d,47 (11-1-35 24.47%),17 (0.36),←,
10,"Byrnes, Shannon",29y 364d,128 (81-0-47 63.28%),116 (0.91),20 (2-0-18 10.00%),16 (0.80)
18,"Cross, Daniel",31y 7d,213 (98-3-112 46.71%),33 (0.15),3 (0-0-3 0.00%),
14,"Dunn, Lynden",26y 327d,120 (30-2-88 25.83%),93 (0.77),←,
32,"Evans, Michael",21y 267d,14 (2-0-12 14.29%),6 (0.43),←,
48,"Fitzpatrick, Jack",22y 284d,17 (1-0-16 5.88%),18 (1.06),←,
8,"Frawley, James",25y 198d,121 (31-1-89 26.03%),4 (0.03),←,
41,"Georgiou, Alex",24y 64d,3 (0-0-3 0.00%),,←,
31,"Grimes, Jack",24y 330d,71 (14-2-55 21.13%),5 (0.07),←,
38,"Howe, Jeremy",23y 281d,59 (11-0-48 18.64%),65 (1.10),←,
45,"Jones, Matt",26y 170d,25 (2-0-23 8.00%),4 (0.16),←,
2,"Jones, Nathan",26y 76d,160 (37-3-120 24.06%),76 (0.47),←,
24,"Kennedy Harris, Jay",19y 16d,3 (0-0-3 0.00%),1 (0.33),←,
16,"Kent, Dean",20y 41d,16 (1-0-15 6.25%),11 (0.69),←,
25,"McDonald, Tom",21y 200d,42 (7-0-35 16.67%),,←,
21,"Pedersen, Cameron",27y 20d,29 (8-0-21 27.59%),25 (0.86),13 (1-0-12 7.69%),5 (0.38)
42,"Spencer, Jake",24y 179d,27 (2-0-25 7.41%),3 (0.11),←,
46,"Terlich, Dean",24y 114d,23 (2-0-21 8.70%),1 (0.04),←,
12,"Tyson, Dom",20y 302d,16 (1-0-15 6.25%),5 (0.31),3 (0-0-3 0.00%),1 (0.33)
23,"Vince, Bernie",28y 186d,132 (68-0-64 51.52%),81 (0.61),3 (0-0-3 0.00%),1 (0.33)
7,"Viney, Jack",19y 358d,14 (1-0-13 7.14%),3 (0.21),←,
4,"Watts, Jack",23y 11d,76 (18-2-56 25.00%),62 (0.82),←,
Totals,Totals,24y 169d,1356 (426-14-916 31.42%),629 (0.46),,
C,"Roos, Paul",50y 283d,205 (116-2-87 57.07%),,3 (0-0-3 0.00%),
