Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",33y 298d,261 (107-2-152 41.38%),265 (1.02),241 (103-2-136 43.15%),244 (1.01)
17,"Burns, Scott",31y 148d,207 (88-1-118 42.75%),125 (0.60),←,
10,"Caracella, Blake",29y 66d,185 (117-2-66 63.78%),218 (1.18),25 (8-0-17 32.00%),34 (1.36)
8,"Clement, James",29y 258d,202 (83-0-119 41.09%),48 (0.24),118 (57-0-61 48.31%),10 (0.08)
33,"Cloke, Cameron",21y 151d,20 (8-0-12 40.00%),11 (0.55),←,
1,"Davis, Leon",24y 337d,108 (48-0-60 44.44%),129 (1.19),←,
4,"Didak, Alan",23y 94d,87 (47-0-40 54.02%),120 (1.38),←,
25,"Fraser, Josh",24y 135d,121 (63-0-58 52.07%),109 (0.90),←,
6,"Holland, Brodie",26y 137d,137 (56-0-81 40.88%),133 (0.97),101 (48-0-53 47.52%),96 (0.95)
26,"Johnson, Ben",25y 45d,121 (63-0-58 52.07%),26 (0.21),←,
18,"Licuria, Paul",28y 136d,168 (72-0-96 42.86%),60 (0.36),158 (70-0-88 44.30%),58 (0.37)
24,"Lockyer, Tarkyn",26y 202d,127 (56-0-71 44.09%),67 (0.53),←,
3,"Lonie, Ryan",23y 77d,104 (53-0-51 50.96%),55 (0.53),←,
27,"Maxwell, Nick",22y 351d,38 (17-0-21 44.74%),7 (0.18),←,
11,"OBree, Shane",27y 66d,153 (73-0-80 47.71%),63 (0.41),134 (64-0-70 47.76%),60 (0.45)
35,"Prestigiacomo, Simon",28y 109d,167 (67-0-100 40.12%),3 (0.02),←,
23,"Rocca, Anthony",28y 278d,192 (90-0-102 46.88%),313 (1.63),170 (79-0-91 46.47%),302 (1.78)
39,"Shaw, Heath",20y 174d,13 (6-0-7 46.15%),4 (0.31),←,
36,"Swan, Dane",22y 84d,38 (17-0-21 44.74%),17 (0.45),←,
20,"Tarrant, Chris",25y 244d,149 (70-0-79 46.98%),278 (1.87),←,
13,"Thomas, Dale",18y 333d,8 (6-0-2 75.00%),5 (0.63),←,
14,"Wakelin, Shane",31y 281d,207 (97-2-108 47.34%),19 (0.09),113 (56-0-57 49.56%),
Totals,Totals,26y 33d,2813 (1304-7-1502 46.36%),2075 (0.74),,
C,"Malthouse, Mick",52y 276d,524 (292-4-228 56.11%),,146 (69-0-77 47.26%),
