Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",8,2,2,10,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Bolton, David",8,2,6,14,,1.0,,,,,,,1.0,,,,,,,,,,
7,"Carroll, Dennis",13,2,3,16,1,,,4.0,,,,,,1.0,,,,,,,,,
13,"Carter, Rod",7,4,4,11,,,,,,,,,,4.0,,,,,,,,,
6,"Eustice, Mark",4,,8,12,,,,1.0,,,,,,1.0,,,,,,,,,
23,"Fell, Shane",5,2,,5,1,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Healy, Gerard",26,2,8,34,,3.0,,,,,,,,1.0,1.0,,,,,,,,
9,"Henwood, Wayne",10,7,1,11,3,4.0,,,,,,,1.0,1.0,,,,,,,,,
47,"Higgins, Leon",8,1,4,12,,,,2.0,,,,,1.0,,,,,,,,,,
19,"John, Gareth",8,7,9,17,,,23.0,,,,,,5.0,1.0,3.0,,,,,,,,
46,"Kellett, Mark",5,,4,9,1,,,,,,,,,1.0,,,,,,,,,
45,"Kelly, Paul",4,2,4,8,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Kennedy, Michael",6,,3,9,,,,1.0,,,,,,1.0,,,,,,,,,
43,"Lewis, Dale",13,5,4,17,1,2.0,,,,,,,,1.0,,,,,,,,,
18,"Lloyd, Matthew",8,,8,16,2,,,1.0,,,,,2.0,1.0,,,,,,,,,
35,"Murphy, David",15,5,9,24,,,,,,,,,2.0,4.0,,,,,,,,,
15,"Toohey, Bernard",14,2,5,19,,1.0,,1.0,,,,,6.0,,,,,,,,,,
20,"West, Jim",9,9,4,13,3,1.0,,1.0,,,,,,,,,,,,,,,
27,"Wheeler, Sanford",10,4,2,12,,2.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
26,"Wright, Stephen",12,1,7,19,1,1.0,,3.0,,,,,4.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,57,95,288,13,18.0,24.0,18.0,,,,,24.0,24.0,4.0,,,,,,,,
Opposition,Opposition,196,65,109,305,17,10.0,15.0,19.0,,,,,24.0,24.0,2.0,,,,,,,,
