Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bartlett, Allan",7,3,7,14,,1.0,1.0,1.0,,,,,1.0,5.0,,,,,,,,,
26,"Bickley, Mark",7,4,9,16,,,,3.0,,,,,,1.0,,,,,,,,,
21,"Brown, David",16,1,11,27,,,,1.0,,,,,2.0,,,,,,,,,,
30,"Fielke, Grantley",15,3,14,29,,,,3.0,,,,,2.0,,1.0,,,,,,,,
3,"Hart, Darel",4,1,,4,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Hodges, Scott",9,5,5,14,1,5.0,,3.0,,,,,2.0,2.0,,,,,,,,,
35,"Jameson, Rod",11,7,3,14,6,2.0,,1.0,,,,,2.0,3.0,,,,,,,,,
2,"Jarman, Andrew",5,4,18,23,,,,2.0,,,,,,,,,,,,,,,
13,"Lee, Scott",11,5,6,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Lindner, Bruce",8,3,9,17,,,,4.0,,,,,1.0,2.0,,,,,,,,,
27,"Liptak, Matthew",18,6,17,35,3,3.0,,3.0,,,,,1.0,1.0,,,,,,,,,
18,"Maynard, Rodney",6,2,12,18,,,,,,,,,2.0,1.0,,,,,,,,,
10,"McDermott, Chris",7,2,22,29,,1.0,,4.0,,,,,1.0,2.0,,,,,,,,,
11,"McGuinness, Tony",17,2,11,28,1,,,,,,,,1.0,,,,,,,,,,
23,"McIntyre, Peter",10,6,,10,4,4.0,,,,,,,2.0,,,,,,,,,,
25,"Mickan, Mark",9,9,13,22,,,20.0,1.0,,,,,,1.0,,,,,,,,,
52,"Rehn, Shaun",1,1,2,3,,,2.0,,,,,,,,,,,,,,,,
7,"Smart, Nigel",5,2,7,12,,,,,,,,,1.0,,,,,,,,,,
49,"Tasker, Sean",7,1,6,13,1,,,1.0,,,,,,,,,,,,,,,
12,"Tregenza, Simon",30,5,3,33,,2.0,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,72,175,378,16,22.0,23.0,30.0,,,,,21.0,19.0,1.0,,,,,,,,
Opposition,Opposition,192,71,144,336,19,8.0,32.0,28.0,,,,,19.0,21.0,5.0,,,,,,,,
