North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",14,4,12,26,3,2.0,,2.0,1.0,4.0,4.0,,1.0,,3.0,9.0,17.0,,1.0,3.0,,1.0,84.0
4,"Anthony, Liam",7,2,11,18,,1.0,,2.0,1.0,2.0,5.0,1.0,,,,9.0,9.0,,,,,1.0,69.0
18,"Atley, Shaun",12,6,11,23,,1.0,,3.0,1.0,5.0,1.0,,,,,3.0,21.0,,,5.0,2.0,1.0,91.0
3,"Bastinac, Ryan",12,4,13,25,2,,,,1.0,6.0,1.0,2.0,1.0,1.0,2.0,9.0,16.0,1.0,1.0,,1.0,1.0,84.0
10 ↓,"Cunnington, Ben",1,2,4,5,,,,3.0,,1.0,1.0,2.0,,,,2.0,3.0,,,,,,45.0
11,"Firrito, Michael",3,4,9,12,,,,1.0,,,,2.0,,1.0,,2.0,10.0,1.0,,2.0,1.0,,97.0
43 ↑,"Gibson, Sam",4,,2,6,,,,,,,,1.0,1.0,,,1.0,5.0,,,,,,30.0
22,"Goldstein, Todd",7,6,6,13,,,33.0,2.0,1.0,,2.0,1.0,,1.0,,7.0,5.0,3.0,,1.0,,,98.0
17,"Grima, Nathan",14,11,4,18,,,,,6.0,2.0,,2.0,1.0,1.0,,6.0,12.0,2.0,,8.0,1.0,,91.0
6,"Hansen, Lachlan",8,4,1,9,1,2.0,,,,1.0,,,2.0,,,7.0,3.0,2.0,2.0,3.0,,,85.0
23,"Harper, Kieran",4,2,5,9,1,2.0,,4.0,,3.0,,1.0,,1.0,,2.0,7.0,,1.0,1.0,,,64.0
29,"Harvey, Brent",8,2,11,19,1,,,2.0,,3.0,,2.0,,,,8.0,11.0,1.0,,1.0,2.0,1.0,88.0
34,"Macmillan, Jamie",5,2,5,10,,1.0,,,,3.0,,3.0,,1.0,,2.0,7.0,,,,,,84.0
42,"McMahon, Scott",10,5,4,14,,,,5.0,5.0,,2.0,,2.0,,,4.0,8.0,,,4.0,2.0,,89.0
20,"Petrie, Drew",10,8,2,12,2,1.0,3.0,3.0,,5.0,1.0,1.0,1.0,,,5.0,7.0,2.0,4.0,,,1.0,98.0
9,"Swallow, Andrew",8,3,11,19,,,,4.0,,2.0,5.0,,1.0,,,9.0,11.0,,,4.0,,,77.0
25,"Tarrant, Robbie",11,8,,11,4,2.0,,1.0,,4.0,,1.0,,1.0,,6.0,5.0,4.0,5.0,2.0,,,96.0
12,"Thomas, Lindsay",14,6,1,15,3,2.0,,3.0,1.0,5.0,,4.0,1.0,1.0,,5.0,11.0,2.0,4.0,,,2.0,84.0
16,"Thompson, Scott",4,4,10,14,,,,1.0,1.0,1.0,,4.0,,3.0,,8.0,6.0,2.0,,9.0,,,96.0
8,"Wells, Daniel",25,5,6,31,,1.0,1.0,1.0,3.0,8.0,6.0,5.0,1.0,1.0,1.0,9.0,21.0,,1.0,4.0,1.0,1.0,88.0
19,"Wright, Sam",11,6,13,24,,,,2.0,5.0,,2.0,3.0,2.0,1.0,,11.0,14.0,,,1.0,,,93.0
7,"Ziebell, Jack",17,4,2,19,,1.0,,2.0,,4.0,6.0,1.0,2.0,,,10.0,9.0,,,,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,98,143,352,17,19.0,37.0,41.0,26.0,59.0,36.0,36.0,16.0,13.0,6.0,134.0,218.0,20.0,19.0,48.0,10.0,9.0,
Opposition,Opposition,192,96,94,286,13,11.0,36.0,42.0,36.0,43.0,31.0,39.0,13.0,16.0,,115.0,171.0,11.0,14.0,55.0,4.0,9.0,
