Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",25y 199d,97 (59-0-38 60.82%),69 (0.71),←,
21,"Bradley, Craig",37y 250d,345 (212-2-131 61.74%),232 (0.67),←,
16,"Camporeale, Scott",25y 323d,140 (89-0-51 63.57%),140 (1.00),←,
39,"Christou, Ang",29y 165d,133 (94-1-38 71.05%),19 (0.14),←,
31,"Fletcher, Simon",22y 317d,43 (29-0-14 67.44%),19 (0.44),←,
45,"Franchina, Anthony",23y 262d,63 (38-0-25 60.32%),20 (0.32),←,
17,"Freeborn, Scott",23y 41d,31 (21-0-10 67.74%),14 (0.45),←,
9,"Hickmott, Adrian",29y 92d,141 (92-0-49 65.25%),88 (0.62),91 (60-0-31 65.93%),64 (0.70)
37,"Hotton, Trent",27y 211d,55 (30-0-25 54.55%),42 (0.76),38 (26-0-12 68.42%),28 (0.74)
33,"Houlihan, Ryan",19y 160d,25 (16-0-9 64.00%),23 (0.92),←,
27,"Hulme, Darren",23y 355d,71 (37-0-34 52.11%),37 (0.52),←,
43,"Koutoufides, Anthony",28y 163d,180 (110-1-69 61.39%),157 (0.87),←,
12,"Lappin, Matthew",25y 133d,116 (65-1-50 56.47%),114 (0.98),61 (37-0-24 60.66%),88 (1.44)
10,"Mansfield, Michael",29y 326d,210 (124-1-85 59.29%),109 (0.52),29 (21-0-8 72.41%),9 (0.31)
22,"Manton, Glenn",28y 29d,153 (92-0-61 60.13%),34 (0.22),132 (81-0-51 61.36%),30 (0.23)
5,"McKay, Andrew",30y 351d,192 (119-1-72 62.24%),27 (0.14),←,
40,"Plunkett, Jim",22y 339d,14 (8-0-6 57.14%),1 (0.07),4 (3-0-1 75.00%),
11,"Porter, Mark",24y 262d,46 (23-0-23 50.00%),11 (0.24),←,
7,"Ratten, Brett",29y 354d,227 (135-0-92 59.47%),97 (0.43),←,
1,"Silvagni, Stephen",34y 30d,302 (192-1-109 63.74%),194 (0.64),←,
8,"Whitnall, Lance",21y 311d,104 (58-0-46 55.77%),214 (2.06),←,
34,"Wiggins, Simon",18y 292d,3 (3-0-0 100.00%),2 (0.67),←,
Totals,Totals,26y 192d,2691 (1646-8-1037 61.17%),1663 (0.62),,
C,"Brittain, Wayne",43y 17d,13 (9-0-4 69.23%),,←,
