Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",12,5,4,16,3,1.0,,2.0,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",12,2,4,16,,,,3.0,,,,,1.0,2.0,,,,,,,,,
17,"Bartlett, Trent",5,4,2,7,,,,,,,,,,4.0,,,,,,,,,
25,"Bews, Andrew",15,5,10,25,,,,2.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",14,4,3,17,,,,1.0,,,,,4.0,1.0,,,,,,,,,
16,"Clarke, Matthew",8,5,5,13,,1.0,30.0,,,,,,2.0,1.0,,,,,,,,,
14,"Dickfos, Danny",5,2,3,8,,,1.0,1.0,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",10,6,7,17,1,2.0,,1.0,,,,,1.0,3.0,,,,,,,,,
8,"Gowers, Andrew",15,5,4,19,,3.0,,,,,,,2.0,,,,,,,,,,
32,"Hart, Shaun",5,,,5,,1.0,,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",14,7,2,16,1,,1.0,2.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",10,1,18,28,,,,5.0,,,,,3.0,,,,,,,,,,
44,"Lappin, Nigel",14,6,2,16,1,1.0,,1.0,,,,,,3.0,,,,,,,,,
23,"Leppitsch, Justin",10,3,2,12,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
11,"Lynch, Alastair",2,1,1,3,1,,,,,,,,,3.0,,,,,,,,,
42,"Lynch, Tristan",6,2,3,9,,,,1.0,,,,,,,,,,,,,,,
7,"McIvor, Scott",5,2,1,6,,,,1.0,,,,,,,,,,,,,,,
4,"McRae, Craig",7,1,1,8,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",4,3,,4,1,1.0,,,,,,,,,,,,,,,,,
22,"Scott, Chris",10,2,8,18,,1.0,,2.0,,,,,3.0,2.0,,,,,,,,,
3,"Voss, Michael",2,1,3,5,1,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,67,83,268,10,14.0,32.0,25.0,,,,,21.0,23.0,,,,,,,,,
Opposition,Opposition,220,99,124,344,21,6.0,16.0,26.0,,,,,23.0,21.0,6.0,,,,,,,,
