Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",24y 164d,62 (35-0-27 56.45%),51 (0.82),←,
24,"Burton, Brett",29y 119d,150 (82-0-68 54.67%),208 (1.39),←,
9,"Edwards, Tyson",31y 25d,265 (145-0-120 54.72%),162 (0.61),←,
1,"Gill, Nick",25y 6d,6 (4-0-2 66.67%),8 (1.33),←,
36,"Goodwin, Simon",30y 248d,214 (123-0-91 57.48%),123 (0.57),←,
6,"Griffin, Jonathon",21y 229d,15 (8-0-7 53.33%),4 (0.27),←,
13,"Hudson, Ben",28y 188d,54 (32-0-22 59.26%),6 (0.11),←,
18,"Johncock, Graham",24y 314d,125 (72-0-53 57.60%),82 (0.66),←,
21,"Knights, Chris",20y 340d,33 (21-0-12 63.64%),5 (0.15),←,
3,"Massie, Kris",27y 93d,118 (69-0-49 58.47%),21 (0.18),75 (43-0-32 57.33%),9 (0.12)
39,"Mattner, Martin",25y 25d,98 (60-0-38 61.22%),14 (0.14),←,
23,"McLeod, Andrew",31y 27d,282 (153-0-129 54.26%),247 (0.88),←,
40,"Porplyzia, Jason",22y 277d,25 (17-0-8 68.00%),23 (0.92),←,
33,"Reilly, Brent",23y 292d,84 (52-0-32 61.90%),37 (0.44),←,
32,"Ricciuto, Mark",32y 84d,311 (162-1-148 52.25%),292 (0.94),←,
25,"Rutten, Ben",24y 95d,79 (52-0-27 65.82%),5 (0.06),←,
12,"Shirley, Robert",27y 83d,118 (68-0-50 57.63%),25 (0.21),←,
27,"Stevens, Scott",25y 228d,78 (38-1-39 49.36%),49 (0.63),53 (28-0-25 52.83%),32 (0.60)
5,"Thompson, Scott",24y 170d,108 (64-0-44 59.26%),82 (0.76),69 (46-0-23 66.67%),65 (0.94)
15,"Torney, Jason",30y 76d,194 (105-1-88 54.38%),33 (0.17),76 (46-0-30 60.53%),17 (0.22)
7,"van Berlo, Nathan",21y 86d,52 (33-0-19 63.46%),12 (0.23),←,
17,"Welsh, Scott",28y 267d,164 (96-0-68 58.54%),296 (1.80),128 (70-0-58 54.69%),266 (2.08)
Totals,Totals,26y 140d,2635 (1491-3-1141 56.58%),1785 (0.68),,
C,"Craig, Neil",51y 232d,80 (51-0-29 63.75%),,←,
