Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",24y 347d,64 (25-0-39 39.06%),20 (0.31),←,
30,"Brown, Campbell",22y 279d,62 (21-0-41 33.87%),32 (0.52),←,
39,"Campbell, Robert",24y 1d,42 (17-0-25 40.48%),4 (0.10),←,
25,"Clarke, Tim",24y 62d,78 (31-0-47 39.74%),30 (0.38),←,
24,"Croad, Trent",26y 86d,172 (77-1-94 45.06%),174 (1.01),134 (57-1-76 42.91%),114 (0.85)
19,"Dixon, Ben",28y 354d,173 (82-1-90 47.69%),237 (1.37),←,
1,"Everitt, Peter",32y 31d,248 (93-2-153 37.90%),366 (1.48),68 (20-0-48 29.41%),66 (0.97)
23,"Franklin, Lance",19y 124d,22 (5-0-17 22.73%),22 (1.00),←,
15,"Hodge, Luke",21y 353d,76 (29-0-47 38.16%),46 (0.61),←,
8,"Jacobs, Danny",25y 343d,117 (64-1-52 55.13%),28 (0.24),36 (10-0-26 27.78%),5 (0.14)
22,"Kane, Ben",23y 73d,18 (4-0-14 22.22%),1 (0.06),←,
4,"Ladson, Rick",22y 105d,40 (12-0-28 30.00%),20 (0.50),←,
3,"Lewis, Jordan",20y 40d,28 (9-0-19 32.14%),4 (0.14),←,
43,"McGlynn, Ben",20y 301d,1 (0-0-1 0.00%),1 (1.00),←,
5,"Mitchell, Sam",23y 234d,74 (28-0-46 37.84%),15 (0.20),←,
16,"Ries, Nick",23y 324d,75 (30-0-45 40.00%),18 (0.24),←,
2,"Roughead, Jarryd",19y 131d,26 (9-0-17 34.62%),10 (0.38),←,
12,"Sewell, Brad",22y 121d,28 (6-0-22 21.43%),,←,
11,"Smith, Joel",29y 31d,195 (86-1-108 44.36%),87 (0.45),137 (57-1-79 41.97%),36 (0.26)
13,"Taylor, Simon",23y 289d,19 (5-0-14 26.32%),8 (0.42),←,
33,"Thurgood, Josh",20y 363d,10 (0-0-10 0.00%),1 (0.10),←,
6,"Williams, Mark",23y 51d,62 (18-0-44 29.03%),138 (2.23),←,
Totals,Totals,23y 283d,1630 (651-6-973 39.94%),1262 (0.77),,
C,"Clarkson, Alastair",38y 37d,32 (9-0-23 28.13%),,←,
