Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",22y 293d,70 (21-0-49 30.00%),25 (0.36),39 (18-0-21 46.15%),13 (0.33)
14,"Aish, James",20y 244d,40 (13-0-27 32.50%),13 (0.32),8 (5-0-3 62.50%),5 (0.63)
11,"Blair, Jarryd",26y 86d,137 (87-1-49 63.87%),106 (0.77),←,
16,"Brown, Nathan",27y 205d,123 (74-1-48 60.57%),7 (0.06),←,
32,"Cloke, Travis",29y 126d,241 (148-2-91 61.83%),435 (1.80),←,
25,"Crisp, Jack",22y 281d,55 (24-0-31 43.64%),30 (0.55),37 (17-0-20 45.95%),20 (0.54)
2,"de Goey, Jordan",20y 116d,31 (13-0-18 41.94%),15 (0.48),←,
1,"Fasolo, Alex",24y 31d,80 (48-0-32 60.00%),103 (1.29),←,
4,"Grundy, Brodie",22y 85d,55 (28-0-27 50.91%),22 (0.40),←,
38,"Howe, Jeremy",26y 10d,113 (28-0-85 24.78%),83 (0.73),13 (6-0-7 46.15%),3 (0.23)
3,"Macaffer, Brent",28y 132d,76 (48-2-26 64.47%),33 (0.43),←,
17,"Marsh, Jonathon",20y 266d,8 (4-0-4 50.00%),,←,
37,"Maynard, Brayden",19y 293d,22 (8-0-14 36.36%),4 (0.18),←,
30,"Moore, Darcy",20y 166d,21 (8-0-13 38.10%),24 (1.14),←,
10,"Pendlebury, Scott",28y 184d,229 (142-2-85 62.45%),149 (0.65),←,
20,"Reid, Ben",27y 71d,117 (73-2-42 63.25%),37 (0.32),←,
22,"Sidebottom, Steele",25y 189d,156 (101-2-53 65.38%),116 (0.74),←,
28,"Sinclair, Ben",24y 282d,61 (36-0-25 59.02%),22 (0.36),←,
40,"Smith, Josh",22y 189d,11 (6-0-5 54.55%),3 (0.27),←,
7,"Treloar, Adam",23y 122d,94 (27-0-67 28.72%),56 (0.60),15 (7-0-8 46.67%),8 (0.53)
18,"Varcoe, Travis",28y 90d,170 (130-0-40 76.47%),144 (0.85),32 (16-0-16 50.00%),14 (0.44)
9,"White, Jesse",28y 182d,116 (58-2-56 50.86%),133 (1.15),45 (23-0-22 51.11%),60 (1.33)
Totals,Totals,24y 199d,2026 (1125-14-887 55.53%),1560 (0.77),,
C,"Buckley, Nathan",43y 349d,107 (59-0-48 55.14%),,←,
