Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",8,1.0,6,14,1.0,1.0,,6.0,2.0,4.0,7.0,1.0,1.0,1.0,,11,2,,,1.0,,,81.0
5,"Broadbent, Matthew",7,2.0,5,12,,,,6.0,,,3.0,2.0,,1.0,,7,4,,,1.0,,,86.0
11 ↓,"Butcher, John",5,2.0,2,7,1.0,,,,,,,1.0,,,,2,3,1.0,1.0,1.0,,,55.0
27,"Carlile, Alipate",6,,4,10,,,,2.0,1.0,,,3.0,,3.0,,4,7,,,11.0,,,97.0
18,"Cornes, Kane",19,5.0,9,28,,,,5.0,3.0,3.0,2.0,,4.0,,,14,15,,,,,,79.0
7,"Ebert, Brad",14,3.0,9,23,1.0,,1.0,7.0,3.0,2.0,5.0,,1.0,,,10,14,,1.0,2.0,,,91.0
9,"Gray, Robbie",3,1.0,3,6,,1.0,,5.0,,2.0,1.0,2.0,1.0,2.0,,4,5,,1.0,3.0,,,80.0
8,"Hartlett, Hamish",14,2.0,7,21,,,3.0,3.0,1.0,4.0,3.0,3.0,,,,12,9,,,1.0,1.0,,75.0
3,"Heath, Campbell",4,1.0,3,7,,,,3.0,,2.0,,1.0,,1.0,,1,6,1.0,,5.0,,,81.0
2,"Hitchcock, Cameron",10,2.0,3,13,1.0,1.0,,3.0,,6.0,,1.0,,,,4,9,,,,,1.0,82.0
36,"Hombsch, Jack",9,4.0,13,22,,,,5.0,5.0,2.0,,3.0,1.0,1.0,,10,13,,,15.0,,,96.0
42,"Jonas, Tom",9,4.0,7,16,,,,3.0,2.0,1.0,1.0,4.0,2.0,2.0,,5,10,1.0,,5.0,2.0,,97.0
44,"Logan, Tom",11,3.0,11,22,1.0,,,4.0,1.0,2.0,1.0,2.0,2.0,,,8,15,,1.0,6.0,1.0,1.0,92.0
37 ↑,"Mitchell, Kane",4,1.0,3,7,,,,7.0,,2.0,1.0,3.0,,1.0,,3,4,,,,,,34.0
6,"Monfries, Angus",10,7.0,11,21,,1.0,,4.0,1.0,1.0,3.0,2.0,,2.0,,9,14,,1.0,1.0,,,87.0
32,"Neade, Jake",5,,2,7,,,,6.0,,4.0,,1.0,3.0,,,4,3,,,,,,86.0
13,"OShea, Cameron",11,8.0,14,25,,,1.0,4.0,2.0,3.0,1.0,5.0,,,,11,14,1.0,1.0,2.0,1.0,1.0,85.0
34,"Redden, Jarrad",5,4.0,7,12,,,26.0,2.0,2.0,,3.0,1.0,1.0,,,9,3,1.0,1.0,,,1.0,74.0
28,"Schulz, Jay",9,8.0,1,10,,3.0,,1.0,,2.0,,2.0,1.0,1.0,,1,8,,5.0,,,,95.0
39,"Westhoff, Justin",8,4.0,10,18,1.0,1.0,7.0,10.0,1.0,2.0,4.0,1.0,,,,10,11,,2.0,7.0,,,84.0
16,"Wines, Ollie",9,1.0,9,18,,1.0,,4.0,,4.0,4.0,2.0,,2.0,,8,11,,1.0,1.0,,1.0,73.0
20,"Wingard, Chad",18,2.0,4,22,2.0,1.0,,7.0,3.0,5.0,4.0,3.0,,1.0,,7,14,,,2.0,1.0,,90.0
Totals,Totals,198,65.0,143,341,8.0,10.0,38.0,97.0,27.0,51.0,43.0,43.0,17.0,18.0,,154,194,5.0,15.0,64.0,6.0,5.0,
Opposition,Opposition,206,53.0,176,382,10.0,7.0,62.0,90.0,38.0,44.0,51.0,45.0,19.0,17.0,6.0,186,198,4.0,4.0,58.0,1.0,7.0,
