Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",24y 62d,53 (29-1-23 55.66%),31 (0.58),23 (11-0-12 47.83%),16 (0.70)
9,"Bizzell, Clint",23y 293d,39 (16-0-23 41.03%),16 (0.41),←,
14,"Clarke, David",19y 337d,18 (9-0-9 50.00%),12 (0.67),←,
7,"Graham, Ben",26y 166d,113 (71-0-42 62.83%),30 (0.27),←,
37,"Harley, Tom",21y 273d,16 (11-0-5 68.75%),1 (0.06),15 (10-0-5 66.67%),
32,"Hocking, Garry",31y 191d,240 (135-2-103 56.67%),220 (0.92),←,
3,"Houlihan, Adam",22y 10d,31 (22-0-9 70.97%),33 (1.06),←,
13,"Kilpatrick, Glenn",27y 231d,99 (55-0-44 55.56%),20 (0.20),73 (41-0-32 56.16%),16 (0.22)
1,"King, Steven",21y 146d,69 (37-0-32 53.62%),32 (0.46),←,
18,"Lynch, Paul",26y 181d,59 (39-0-20 66.10%),55 (0.93),←,
17,"McGrath, Tim",29y 192d,190 (115-1-74 60.79%),16 (0.08),183 (111-1-71 60.93%),16 (0.09)
31,"Mensch, David",27y 246d,124 (78-0-46 62.90%),131 (1.06),←,
16,"Mooney, Jason",26y 316d,118 (50-0-68 42.37%),92 (0.78),21 (10-0-11 47.62%),41 (1.95)
43,"OBrien, Danny",20y 70d,3 (3-0-0 100.00%),3 (1.00),←,
34,"Rahilly, James",20y 306d,30 (12-0-18 40.00%),6 (0.20),←,
15,"Riccardi, Peter",27y 121d,172 (102-1-69 59.59%),173 (1.01),←,
27,"Sanderson, Brenton",26y 49d,108 (58-1-49 54.17%),27 (0.25),98 (56-1-41 57.65%),22 (0.22)
30,"Scarlett, Matthew",20y 316d,12 (9-0-3 75.00%),1 (0.08),←,
12,"Sholl, Brad",27y 158d,118 (68-1-49 58.05%),37 (0.31),116 (68-1-47 59.05%),37 (0.32)
6,"Spriggs, David",19y 82d,6 (5-0-1 83.33%),2 (0.33),←,
20,"Steinfort, Carl",23y 15d,49 (26-0-23 53.06%),17 (0.35),←,
26,"Stoneham, Barry",32y 67d,232 (136-2-94 59.05%),219 (0.94),←,
Totals,Totals,24y 307d,1899 (1086-9-804 57.19%),1174 (0.62),,
C,"Thompson, Mark",36y 149d,6 (5-0-1 83.33%),,←,
