Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 283d,102 (65-0-37 63.73%),153 (1.50),64 (47-0-17 73.44%),98 (1.53)
26,"Bell, Peter",24y 129d,118 (81-0-37 68.64%),113 (0.96),116 (81-0-35 69.83%),111 (0.96)
12,"Blakey, John",33y 350d,317 (173-0-144 54.57%),104 (0.33),182 (121-0-61 66.48%),66 (0.36)
22,"Burton, Matthew",30y 50d,86 (32-0-54 37.21%),40 (0.47),16 (10-0-6 62.50%),8 (0.50)
17,"Calthorpe, David",26y 326d,114 (67-2-45 59.65%),70 (0.61),13 (9-0-4 69.23%),10 (0.77)
18,"Carey, Wayne",29y 42d,223 (142-0-81 63.68%),618 (2.77),←,
23,"Clayton, Shane",21y 258d,61 (34-0-27 55.74%),19 (0.31),43 (32-0-11 74.42%),18 (0.42)
2,"Colbert, Leigh",25y 31d,111 (67-1-43 60.81%),55 (0.50),6 (5-0-1 83.33%),5 (0.83)
6,"Grant, Shannon",23y 80d,125 (81-1-43 65.20%),141 (1.13),67 (49-0-18 73.13%),103 (1.54)
29,"Harvey, Brent",22y 55d,82 (58-0-24 70.73%),94 (1.15),←,
21,"Hewitt, Evan",22y 1d,31 (19-0-12 61.29%),22 (0.71),←,
34,"King, David",28y 123d,150 (102-0-48 68.00%),56 (0.37),←,
20,"Kingsley, Kent",21y 286d,11 (10-0-1 90.91%),10 (0.91),←,
27,"Lange, Adam",21y 178d,21 (14-0-7 66.67%),18 (0.86),←,
35,"Makepeace, Troy",21y 124d,15 (11-0-4 73.33%),5 (0.33),←,
5,"McCartney, Jason",26y 116d,138 (80-0-58 57.97%),52 (0.38),63 (46-0-17 73.02%),4 (0.06)
31,"McKernan, Corey",26y 202d,155 (108-0-47 69.68%),182 (1.17),←,
44,"Motlop, Shannon",21y 325d,23 (17-0-6 73.91%),18 (0.78),←,
28,"Pickett, Byron",22y 332d,69 (50-0-19 72.46%),3 (0.04),←,
24,"Sholl, Craig",32y 191d,231 (140-0-91 60.61%),158 (0.68),←,
7,"Simpson, Adam",24y 143d,108 (79-0-29 73.15%),38 (0.35),←,
10,"Stevens, Anthony",29y 6d,211 (133-0-78 63.03%),99 (0.47),←,
Totals,Totals,25y 182d,2502 (1563-4-935 62.47%),2068 (0.83),,
C,"Pagan, Denis",52y 288d,188 (126-0-62 67.02%),,←,
