Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",17,8,13,30,2,,,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,9.0,24.0,1.0,1.0,3.0,,2.0,82.0
14,"Birchall, Grant",8,7,18,26,,,,2.0,1.0,,1.0,,1.0,,,4.0,23.0,,,,2.0,,96.0
30,"Brown, Campbell",7,4,11,18,,,,2.0,4.0,,,1.0,2.0,,,8.0,11.0,1.0,,5.0,1.0,,100.0
39,"Campbell, Robert",2,5,7,9,,,13.0,2.0,1.0,1.0,,1.0,,,,2.0,7.0,2.0,,2.0,,,55.0
25,"Clarke, Tim",7,4,4,11,1,,,2.0,,,1.0,4.0,,2.0,,3.0,8.0,,1.0,,,,100.0
9,"Crawford, Shane",9,9,19,28,1,,,3.0,2.0,2.0,,2.0,1.0,,,3.0,25.0,,1.0,5.0,,1.0,85.0
8,"Ellis, Xavier",11,6,13,24,,,,3.0,1.0,1.0,,1.0,,,,5.0,18.0,,1.0,3.0,2.0,1.0,71.0
23,"Franklin, Lance",15,9,3,18,6,3.0,,3.0,,3.0,1.0,7.0,1.0,3.0,2.0,8.0,10.0,3.0,7.0,,,1.0,100.0
27,"Gilham, Stephen",4,5,6,10,,,,1.0,1.0,,,1.0,,1.0,,3.0,7.0,,,6.0,,,100.0
18,"Guerra, Brent",23,16,15,38,,1.0,,4.0,11.0,5.0,2.0,2.0,,1.0,,4.0,33.0,,,3.0,2.0,4.0,80.0
15,"Hodge, Luke",12,6,13,25,1,,1.0,6.0,,4.0,6.0,5.0,4.0,2.0,,10.0,15.0,1.0,1.0,1.0,,3.0,85.0
4,"Ladson, Rick",10,2,8,18,,,,2.0,3.0,3.0,1.0,1.0,1.0,,,6.0,10.0,1.0,,2.0,1.0,,91.0
29,"Murphy, Tom",3,2,5,8,,,,1.0,1.0,,,1.0,,1.0,,,8.0,,,4.0,,,93.0
7,"Osborne, Michael",9,3,4,13,,,,1.0,,5.0,,3.0,2.0,3.0,,5.0,8.0,,,2.0,1.0,1.0,82.0
33,"Rioli, Cyril",10,3,13,23,1,1.0,,6.0,,6.0,2.0,3.0,2.0,1.0,,9.0,14.0,,1.0,,2.0,,82.0
2,"Roughead, Jarryd",7,2,5,12,1,1.0,,1.0,1.0,2.0,,6.0,,3.0,,4.0,8.0,1.0,2.0,2.0,,1.0,98.0
12,"Sewell, Brad",4,3,14,18,,1.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,7.0,11.0,,,1.0,,,91.0
44,"Stokes, Cameron",2,,7,9,,1.0,,2.0,,,2.0,2.0,,1.0,,3.0,5.0,,,1.0,,1.0,71.0
13,"Taylor, Simon",3,3,8,11,,,12.0,1.0,,,,4.0,,4.0,,4.0,7.0,1.0,,,,,49.0
22,"Tuck, Travis",2,2,3,5,,,,2.0,,,,2.0,,2.0,,,6.0,,,,,,24.0
6,"Williams, Mark",9,7,1,10,3,2.0,,1.0,,2.0,,2.0,,2.0,,,10.0,,4.0,,1.0,,81.0
11,"Young, Clinton",16,8,10,26,1,,,4.0,4.0,8.0,,2.0,1.0,,1.0,2.0,24.0,,,2.0,3.0,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,114,200,390,17,12.0,26.0,57.0,33.0,47.0,21.0,56.0,19.0,30.0,6.0,99.0,292.0,11.0,19.0,42.0,15.0,15.0,
Opposition,Opposition,194,104,181,375,10,10.0,49.0,56.0,27.0,42.0,37.0,49.0,30.0,19.0,,122.0,257.0,12.0,11.0,37.0,6.0,6.0,
