Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",24,2,6,30,1,,,6.0,3.0,8.0,8.0,4.0,5.0,2.0,1.0,14.0,15.0,,,3.0,1.0,1.0,87.0
12,"Day, Sam",3,3,7,10,1,,3.0,2.0,1.0,,1.0,,1.0,,,7.0,3.0,1.0,1.0,4.0,,,87.0
23 ↓,"Dixon, Charlie",1,1,1,2,1,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,24.0
33,"Hall, Aaron",8,2,9,17,2,,,2.0,2.0,2.0,3.0,7.0,1.0,3.0,,10.0,9.0,,,1.0,,,85.0
14,"Hallahan, Mitch",10,1,5,15,,,,6.0,2.0,1.0,5.0,2.0,,,,10.0,5.0,,,2.0,,,82.0
5,"Harbrow, Jarrod",8,2,6,14,,,,3.0,1.0,2.0,,2.0,2.0,1.0,,8.0,7.0,,,2.0,1.0,,88.0
28,"Kolodjashnij, Kade",19,10,11,30,,,,2.0,6.0,3.0,1.0,5.0,,1.0,,7.0,22.0,,,2.0,4.0,,91.0
40 ↑,"Lemmens, Sean",3,1,2,5,,,,2.0,1.0,,,1.0,1.0,,,2.0,3.0,,,,,,61.0
37,"Lonergan, Jesse",8,4,2,10,,,,2.0,1.0,2.0,,5.0,,2.0,,3.0,7.0,2.0,1.0,,1.0,2.0,77.0
19,"Lynch, Tom",13,9,3,16,2,3.0,1.0,4.0,,4.0,,2.0,1.0,1.0,,11.0,5.0,6.0,3.0,1.0,,1.0,98.0
7,"Malceski, Nick",11,6,7,18,1,,,5.0,1.0,4.0,2.0,3.0,2.0,1.0,,5.0,14.0,,1.0,3.0,,1.0,87.0
32,"Matera, Brandon",9,3,2,11,2,,,4.0,,3.0,,2.0,1.0,,,3.0,8.0,,2.0,1.0,,,77.0
17,"May, Steven",13,6,3,16,,,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,7.0,8.0,1.0,,8.0,,1.0,97.0
18,"McKenzie, Trent",13,4,2,15,,,,4.0,8.0,2.0,,5.0,1.0,,,4.0,8.0,,,5.0,,,85.0
44,"Miller, Touk",7,,14,21,,1.0,,2.0,1.0,4.0,5.0,2.0,,,,12.0,8.0,,,,,1.0,85.0
22,"Nicholls, Tom",6,4,6,12,,,30.0,5.0,3.0,1.0,5.0,1.0,3.0,,,11.0,3.0,2.0,1.0,3.0,,,90.0
35,"Rischitelli, Michael",9,4,12,21,1,,,4.0,,4.0,7.0,3.0,1.0,1.0,,10.0,11.0,1.0,2.0,1.0,,1.0,80.0
6,"Sexton, Alex",4,,,4,,,,,,,,4.0,1.0,3.0,,2.0,2.0,,,1.0,,1.0,91.0
26,"Shaw, Matt",6,4,8,14,,,,2.0,1.0,,1.0,1.0,,,,3.0,9.0,,,,,,86.0
24,"Swallow, David",9,3,5,14,,,,6.0,3.0,4.0,2.0,3.0,2.0,,,6.0,9.0,,,2.0,3.0,,77.0
48,"Tape, Seb",4,1,3,7,,,,3.0,1.0,2.0,2.0,2.0,,1.0,,5.0,2.0,,,2.0,,,70.0
16,"Thompson, Rory",7,3,5,12,,,,3.0,2.0,3.0,,1.0,,,,3.0,8.0,,,9.0,,,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,73,119,314,11,7.0,35.0,69.0,39.0,51.0,43.0,58.0,23.0,17.0,1.0,144.0,167.0,14.0,12.0,50.0,10.0,9.0,
Opposition,Opposition,237,106,155,392,14,11.0,45.0,51.0,37.0,58.0,33.0,60.0,17.0,23.0,5.0,151.0,246.0,11.0,10.0,39.0,10.0,11.0,
