West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",10,2,2,12,,,12.0,1.0,,2.0,3.0,3.0,3.0,2.0,,9.0,3.0,1.0,,1.0,,,
6,"Banfield, Drew",7,1,7,14,,2.0,,1.0,,2.0,1.0,1.0,1.0,,,10.0,5.0,,,,,,
45,"Bellotti, Laurie",7,3,6,13,,,4.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,,2.0,9.0,,,,2.0,,
10,"Braun, Michael",14,6,5,19,,,,2.0,1.0,3.0,1.0,,3.0,,,6.0,11.0,,,,2.0,,
9,"Cousins, Ben",12,3,11,23,2,,,,1.0,4.0,5.0,3.0,3.0,,,9.0,14.0,,2.0,1.0,2.0,,
14,"Cummings, Scott",8,7,1,9,4,1.0,,1.0,,2.0,,3.0,,2.0,,1.0,7.0,1.0,5.0,,,,
32,"Embley, Andrew",6,2,5,11,1,,1.0,,2.0,2.0,4.0,,2.0,,,6.0,6.0,,,,,,
7,"Gehrig, Fraser",10,6,3,13,2,,3.0,,,4.0,1.0,1.0,2.0,1.0,,5.0,9.0,,1.0,,,,
27,"Jakovich, Glen",15,4,5,20,,,3.0,1.0,3.0,1.0,5.0,2.0,1.0,6.0,,8.0,11.0,,,,2.0,,
31,"Jones, Rowan",3,2,9,12,,,,1.0,,4.0,3.0,,,2.0,,6.0,6.0,,,1.0,,,
2,"Kemp, Dean",7,3,6,13,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,5.0,8.0,,,,,,
30,"Matera, Peter",16,7,4,20,,,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,,5.0,15.0,1.0,,,2.0,,
33,"Matera, Phillip",8,2,3,11,3,,,5.0,,3.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,,1.0,,,,
11,"McIntosh, Ashley",6,5,4,10,,,,1.0,4.0,,,1.0,,,,3.0,7.0,1.0,,,,,
17,"McKenna, Guy",12,5,6,18,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,11.0,7.0,3.0,,3.0,,,
8,"Metropolis, Daniel",11,6,7,18,2,,,,3.0,2.0,,2.0,1.0,,,5.0,13.0,2.0,1.0,1.0,1.0,,
5,"Morrison, Chad",6,2,9,15,,,5.0,2.0,2.0,1.0,1.0,,,,,8.0,7.0,,,,1.0,,
36,"Read, Phillip",10,2,6,16,,,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,5.0,10.0,1.0,,,4.0,,
42,"Rintoul, Chad",15,5,4,19,1,,,1.0,2.0,6.0,1.0,2.0,,,,6.0,13.0,1.0,1.0,,,,
12,"White, Mitchell",13,7,7,20,,,,,,6.0,,,1.0,1.0,,7.0,13.0,,,,,,
37,"Williams, Andrew",10,5,4,14,,1.0,,1.0,1.0,5.0,,1.0,3.0,,,8.0,6.0,1.0,,1.0,,,
44,"Wirrpanda, David",14,6,9,23,,,,3.0,4.0,1.0,3.0,,1.0,,2.0,13.0,11.0,1.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,91,123,343,15,7.0,31.0,25.0,34.0,57.0,36.0,30.0,32.0,23.0,6.0,144.0,195.0,13.0,11.0,9.0,16.0,,
Opposition,Opposition,171,57,100,271,3,5.0,24.0,24.0,37.0,38.0,38.0,29.0,23.0,32.0,,131.0,138.0,9.0,3.0,11.0,12.0,,
