Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",5,2,17,22,,,,4.0,,4.0,10.0,,2.0,,,15.0,9.0,,,4.0,,1.0,80.0
5,"Broadbent, Matthew",9,2,3,12,,,,2.0,1.0,1.0,,,,,,3.0,6.0,,,1.0,1.0,,83.0
27,"Carlile, Alipate",3,2,6,9,,,,2.0,2.0,,,,,,,5.0,4.0,1.0,,4.0,,,95.0
18,"Cornes, Kane",13,6,9,22,,,,4.0,1.0,2.0,1.0,2.0,,,,4.0,18.0,,,1.0,,,90.0
7,"Ebert, Brad",12,2,12,24,,,2.0,10.0,1.0,7.0,1.0,2.0,,,,6.0,18.0,,,1.0,,2.0,80.0
9,"Gray, Robbie",18,4,15,33,2,3.0,,1.0,1.0,5.0,9.0,3.0,1.0,1.0,2.0,13.0,20.0,1.0,2.0,2.0,1.0,,83.0
8,"Hartlett, Hamish",16,5,8,24,2,2.0,1.0,3.0,,5.0,4.0,1.0,,,,10.0,14.0,1.0,1.0,,1.0,,78.0
36,"Hombsch, Jack",8,3,5,13,,,,1.0,2.0,1.0,,,,,,4.0,9.0,,,7.0,,,87.0
24,"Impey, Jarman",3,,4,7,,,,2.0,2.0,,1.0,1.0,,1.0,,2.0,5.0,,,2.0,,1.0,83.0
42,"Jonas, Tom",8,4,7,15,,,,1.0,3.0,1.0,,1.0,2.0,1.0,,7.0,7.0,2.0,,3.0,3.0,1.0,94.0
23,"Lobbe, Matthew",4,1,6,10,,,29.0,7.0,,1.0,4.0,3.0,2.0,3.0,,5.0,5.0,,,3.0,,,93.0
6 ↑,"Monfries, Angus",,,3,3,,,,1.0,,,,,,,,1.0,3.0,,,2.0,,,24.0
26,"Moore, Andrew",13,9,6,19,,1.0,1.0,4.0,1.0,,,3.0,,2.0,,3.0,16.0,,2.0,4.0,,1.0,76.0
32,"Neade, Jake",2,1,6,8,,1.0,,2.0,,,3.0,,2.0,,,6.0,2.0,,1.0,,1.0,,82.0
29,"Pittard, Jasper",8,2,3,11,,,,2.0,2.0,3.0,1.0,3.0,,,,4.0,7.0,,,1.0,2.0,,85.0
21,"Polec, Jared",8,4,11,19,,1.0,,1.0,,2.0,5.0,2.0,,,,10.0,9.0,,1.0,2.0,3.0,1.0,93.0
28,"Schulz, Jay",13,8,2,15,6,1.0,,2.0,,3.0,,1.0,,,1.0,2.0,14.0,1.0,6.0,,2.0,1.0,97.0
12,"Trengove, Jackson",1,3,9,10,,,1.0,4.0,,1.0,2.0,1.0,,1.0,,6.0,5.0,1.0,,2.0,,,83.0
39,"Westhoff, Justin",17,12,6,23,1,1.0,,2.0,2.0,9.0,1.0,4.0,3.0,2.0,,5.0,18.0,2.0,2.0,2.0,1.0,1.0,87.0
19 ↓,"White, Matt",5,1,5,10,1,,,3.0,,1.0,,,2.0,,,4.0,6.0,,,,,1.0,61.0
16,"Wines, Ollie",10,3,13,23,,,2.0,3.0,1.0,5.0,3.0,3.0,,,,9.0,14.0,1.0,,2.0,,,70.0
20,"Wingard, Chad",9,7,6,15,2,2.0,,8.0,,4.0,,,,,,8.0,7.0,3.0,2.0,1.0,,1.0,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,81,162,347,14,13.0,36.0,69.0,19.0,55.0,45.0,30.0,14.0,11.0,3.0,132.0,216.0,13.0,17.0,44.0,15.0,11.0,
Opposition,Opposition,199,96,160,359,16,9.0,57.0,58.0,35.0,41.0,37.0,41.0,11.0,14.0,3.0,134.0,229.0,12.0,14.0,33.0,6.0,13.0,
