North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 81d,36 (17-1-18 48.61%),25 (0.69),←,
4,"Anthony, Liam",23y 290d,28 (11-1-16 41.07%),15 (0.54),←,
18,"Atley, Shaun",18y 286d,13 (6-0-7 46.15%),3 (0.23),←,
28,"Bastinac, Ryan",20y 4d,25 (14-0-11 56.00%),8 (0.32),←,
10,"Cunnington, Ben",19y 361d,30 (15-0-15 50.00%),4 (0.13),←,
45,"Delaney, Luke",22y 2d,6 (4-0-2 66.67%),,←,
27,"Edwards, Aaron",27y 116d,64 (35-1-28 55.47%),95 (1.48),60 (31-1-28 52.50%),93 (1.55)
11,"Firrito, Michael",27y 211d,161 (78-2-81 49.07%),27 (0.17),←,
22,"Goldstein, Todd",22y 360d,49 (24-1-24 50.00%),27 (0.55),←,
24,"Greenwood, Levi",22y 127d,33 (17-1-15 53.03%),7 (0.21),←,
17,"Grima, Nathan",25y 325d,38 (19-1-18 51.32%),,←,
23,"Harper, Kieran",19y 11d,6 (4-0-2 66.67%),4 (0.67),←,
29,"Harvey, Brent",33y 43d,314 (169-3-142 54.30%),365 (1.16),←,
39,"Pedersen, Cameron",24y 101d,6 (4-0-2 66.67%),5 (0.83),←,
20,"Petrie, Drew",28y 254d,190 (89-3-98 47.63%),183 (0.96),←,
3,"Rawlings, Brady",30y 16d,236 (117-2-117 50.00%),60 (0.25),←,
21,"Richardson, Cameron",23y 206d,5 (1-0-4 20.00%),,←,
9,"Swallow, Andrew",24y 24d,97 (43-1-53 44.85%),53 (0.55),←,
12,"Thomas, Lindsay",23y 118d,85 (38-2-45 45.88%),109 (1.28),←,
16,"Thompson, Scott",25y 48d,63 (24-2-37 39.68%),3 (0.05),←,
8,"Wells, Daniel",26y 143d,162 (82-2-78 51.23%),96 (0.59),←,
7,"Ziebell, Jack",20y 118d,37 (17-0-20 45.95%),8 (0.22),←,
Totals,Totals,24y 64d,1684 (828-23-833 49.17%),1097 (0.65),,
C,"Scott, Brad",35y 54d,35 (17-0-18 48.57%),,←,
