Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
37,"Callinan, Ian",29y 131d,7 (4-0-3 57.14%),9 (1.29),←,
32,"Dangerfield, Patrick",22y 24d,69 (33-0-36 47.83%),74 (1.07),←,
11,"Doughty, Michael",32y 268d,212 (122-0-90 57.55%),45 (0.21),←,
45,"Henderson, Ricky",23y 231d,34 (15-0-19 44.12%),26 (0.76),←,
24,"Jacobs, Sam",24y 19d,41 (17-0-24 41.46%),7 (0.17),24 (10-0-14 41.67%),4 (0.17)
10,"Jaensch, Matthew",22y 224d,26 (11-0-15 42.31%),11 (0.42),←,
18,"Johncock, Graham",29y 191d,210 (114-0-96 54.29%),101 (0.48),←,
31,"Lyons, Jarryd",19y 282d,1 (1-0-0 100.00%),,←,
14,"Mackay, David",23y 279d,68 (40-0-28 58.82%),16 (0.24),←,
35,"McKernan, Shaun",21y 241d,19 (7-0-12 36.84%),11 (0.58),←,
22,"Otten, Andy",22y 350d,45 (24-0-21 53.33%),3 (0.07),←,
23,"Petrenko, Jared",22y 129d,41 (15-0-26 36.59%),21 (0.51),←,
3,"Reilly, Brent",28y 169d,161 (86-0-75 53.42%),49 (0.30),←,
25,"Rutten, Ben",28y 337d,174 (99-0-75 56.90%),6 (0.03),←,
9,"Sloane, Rory",22y 43d,38 (18-0-20 47.37%),21 (0.55),←,
33,"Smith, Brodie",20y 106d,19 (9-0-10 47.37%),3 (0.16),←,
12,"Talia, Daniel",20y 210d,14 (8-0-6 57.14%),,←,
5,"Thompson, Scott",29y 46d,203 (111-0-92 54.68%),131 (0.65),164 (93-0-71 56.71%),114 (0.70)
4,"Tippett, Kurt",24y 357d,88 (42-0-46 47.73%),161 (1.83),←,
7,"van Berlo, Nathan",25y 328d,143 (80-0-63 55.94%),45 (0.31),←,
13,"Walker, Taylor",22y 4d,50 (24-0-26 48.00%),105 (2.10),←,
47,"Wright, Matthew",22y 137d,21 (8-0-13 38.10%),20 (0.95),←,
Totals,Totals,24y 187d,1684 (888-0-796 52.73%),865 (0.51),,
C,"Sanderson, Brenton",38y 62d,5 (4-0-1 80.00%),,←,
