Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 166d,79 (37-2-40 48.10%),48 (0.61),←,
35,"Baxter, Darren",27y 79d,115 (55-3-57 49.13%),22 (0.19),←,
6,"Campbell, Tony",24y 298d,86 (48-0-38 55.81%),61 (0.71),11 (9-0-2 81.82%),
20,"Coleman, Glenn",31y 124d,176 (96-2-78 55.11%),102 (0.58),51 (28-1-22 55.88%),38 (0.75)
26,"Del-Re, Danny",24y 115d,31 (18-1-12 59.68%),59 (1.90),←,
29,"Grant, Chris",19y 176d,46 (26-1-19 57.61%),93 (2.02),←,
7,"Hawkins, Doug",32y 32d,275 (114-4-157 42.18%),182 (0.66),←,
10,"Hunter, Mark",26y 277d,68 (31-2-35 47.06%),2 (0.03),←,
4,"Kellett, Nigel",22y 171d,28 (15-0-13 53.57%),8 (0.29),←,
46,"Kretiuk, Steven",19y 338d,1 (1-0-0 100.00%),,←,
39,"Liberatore, Tony",26y 116d,70 (40-1-29 57.86%),42 (0.60),←,
27,"Macpherson, Stephen",27y 187d,149 (73-3-73 50.00%),138 (0.93),←,
25,"Mansfield, Matthew",22y 348d,13 (9-0-4 69.23%),2 (0.15),←,
2,"Reynolds, Keenan",23y 151d,28 (16-0-12 57.14%),3 (0.11),←,
33,"Royal, Brian",30y 177d,179 (95-2-82 53.63%),249 (1.39),←,
31,"Smith, Rohan",19y 6d,10 (8-0-2 80.00%),8 (0.80),←,
17,"Standfield, Barry",22y 114d,18 (11-0-7 61.11%),5 (0.28),←,
8,"Toohey, Bernard",29y 109d,234 (119-1-114 51.07%),112 (0.48),11 (9-0-2 81.82%),1 (0.09)
24,"Wallis, Stephen",27y 223d,188 (99-2-87 53.19%),44 (0.23),←,
15,"Wynd, Scott",22y 133d,66 (32-1-33 49.24%),11 (0.17),←,
Totals,Totals,25y 57d,1860 (943-25-892 50.70%),1191 (0.64),,
C,"Wheeler, Terry",37y 85d,55 (30-1-24 55.45%),,←,
