Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",27y 296d,74 (43-1-30 58.78%),6 (0.08),56 (36-1-19 65.18%),2 (0.04)
20,"Brogan, Dean",24y 140d,13 (10-0-3 76.92%),4 (0.31),←,
7,"Burgoyne, Peter",25y 94d,116 (62-2-52 54.31%),135 (1.16),←,
8,"Burgoyne, Shaun",20y 194d,23 (19-0-4 82.61%),43 (1.87),←,
9,"Carr, Josh",23y 4d,67 (45-1-21 67.91%),34 (0.51),←,
26,"Cochrane, Stuart",24y 287d,56 (27-0-29 48.21%),12 (0.21),6 (4-0-2 66.67%),1 (0.17)
12,"Cockatoo-Collins, Che",28y 59d,146 (88-3-55 61.30%),196 (1.34),61 (41-0-20 67.21%),87 (1.43)
35,"Cornes, Chad",23y 172d,82 (49-1-32 60.37%),87 (1.06),←,
18,"Cornes, Kane",20y 118d,28 (19-0-9 67.86%),10 (0.36),←,
11,"Hardwick, Damien",30y 258d,178 (120-1-57 67.70%),13 (0.07),25 (19-0-6 76.00%),
38,"James, Roger",27y 194d,106 (61-2-43 58.49%),68 (0.64),←,
29,"Kingsley, Adam",27y 256d,114 (62-2-50 55.26%),24 (0.21),←,
5,"Lade, Brendon",26y 297d,85 (43-2-40 51.76%),58 (0.68),←,
14,"Paxman, Stephen",32y 150d,221 (83-2-136 38.01%),35 (0.16),119 (61-2-56 52.10%),17 (0.14)
15,"Pickett, Byron",25y 265d,126 (78-0-48 61.90%),83 (0.66),6 (4-0-2 66.67%),2 (0.33)
6,"Schofield, Jarrad",28y 93d,150 (89-1-60 59.67%),107 (0.71),87 (50-1-36 58.05%),73 (0.84)
36,"Stevens, Nick",23y 120d,110 (61-2-47 56.36%),70 (0.64),←,
28,"Thurstans, Toby",22y 262d,6 (4-0-2 66.67%),3 (0.50),←,
16,"Tredrea, Warren",24y 130d,111 (61-1-49 55.41%),210 (1.89),←,
2,"Wakelin, Darryl",28y 265d,163 (87-1-75 53.68%),11 (0.07),48 (34-0-14 70.83%),3 (0.06)
4,"Wanganeen, Gavin",29y 319d,238 (136-5-97 58.19%),151 (0.63),111 (63-2-46 57.66%),88 (0.79)
21,"Wilson, Michael",26y 163d,100 (48-3-49 49.50%),33 (0.33),←,
Totals,Totals,26y 5d,2313 (1295-30-988 55.99%),1393 (0.60),,
C,"Williams, Mark",44y 255d,99 (57-1-41 58.08%),,←,
