Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",26y 240d,79 (38-1-40 48.73%),20 (0.25),57 (30-1-26 53.51%),12 (0.21)
22,"Bower, Nathan",23y 107d,51 (24-1-26 48.04%),18 (0.35),←,
17,"Broderick, Paul",25y 263d,140 (67-1-72 48.21%),111 (0.79),47 (28-1-18 60.64%),31 (0.66)
21,"Bulluss, Paul",25y 243d,51 (18-1-32 36.27%),11 (0.22),←,
9,"Campbell, Wayne",23y,98 (41-1-56 42.35%),61 (0.62),←,
15,"Charles, Justin",24y 360d,53 (28-2-23 54.72%),34 (0.64),17 (10-1-6 61.76%),10 (0.59)
10,"Daffy, Nick",22y 135d,49 (29-1-19 60.20%),61 (1.24),←,
14,"Dear, Greg",32y 159d,182 (128-1-53 70.60%),24 (0.13),45 (26-1-18 58.89%),6 (0.13)
25,"Gale, Brendon",27y 67d,122 (49-1-72 40.57%),127 (1.04),←,
11,"Gale, Michael",28y 276d,140 (61-1-78 43.93%),39 (0.28),35 (20-1-14 58.57%),10 (0.29)
31,"Howat, John",25y 70d,60 (27-0-33 45.00%),11 (0.18),40 (17-0-23 42.50%),1 (0.03)
3,"Kellaway, Duncan",22y 218d,57 (31-1-25 55.26%),,←,
33,"Knights, Matthew",24y 353d,153 (57-0-96 37.25%),100 (0.65),←,
27,"Maxfield, Stuart",23y 167d,89 (35-1-53 39.89%),65 (0.73),←,
28,"Merenda, Mark",19y 329d,22 (15-0-7 68.18%),5 (0.23),←,
6,"Naish, Chris",23y 361d,109 (44-1-64 40.83%),166 (1.52),←,
7,"Prescott, Ashley",23y 12d,33 (19-1-13 59.09%),1 (0.03),←,
4,"Rogers, Matthew",21y 302d,42 (24-1-17 58.33%),43 (1.02),←,
5,"Tape, Jamie",21y 171d,46 (27-1-18 59.78%),3 (0.07),←,
41,"Turner, Scott",25y 115d,99 (40-0-59 40.40%),32 (0.32),←,
36,"Wigney, Stuart",26y 157d,70 (31-1-38 45.00%),42 (0.60),12 (9-0-3 75.00%),1 (0.08)
Totals,Totals,24y 248d,1745 (833-18-894 47.74%),974 (0.56),,
C,"Northey, John",52y 86d,256 (128-2-126 50.39%),,67 (32-1-34 48.51%),
