Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
9,"Bizzell, Clint",23y 307d,41 (17-0-24 41.46%),18 (0.44),←,
8,"Burns, Ronnie",27y 48d,93 (51-1-41 55.38%),165 (1.77),←,
14,"Clarke, David",19y 351d,20 (10-0-10 50.00%),15 (0.75),←,
33,"Corrigan, Paul",22y 275d,51 (24-0-27 47.06%),6 (0.12),←,
7,"Graham, Ben",26y 180d,115 (72-0-43 62.61%),31 (0.27),←,
37,"Harley, Tom",21y 287d,18 (12-0-6 66.67%),1 (0.06),17 (11-0-6 64.71%),
32,"Hocking, Garry",31y 205d,242 (136-2-104 56.61%),221 (0.91),←,
3,"Houlihan, Adam",22y 24d,33 (23-0-10 69.70%),34 (1.03),←,
1,"King, Steven",21y 160d,71 (38-0-33 53.52%),33 (0.46),←,
42,"Lynch, Tristan",26y 252d,69 (32-2-35 47.83%),12 (0.17),14 (6-0-8 42.86%),4 (0.29)
17,"McGrath, Tim",29y 206d,192 (116-1-75 60.68%),16 (0.08),185 (112-1-72 60.81%),16 (0.09)
31,"Mensch, David",27y 260d,126 (79-0-47 62.70%),134 (1.06),←,
16,"Mooney, Jason",26y 330d,120 (51-0-69 42.50%),95 (0.79),23 (11-0-12 47.83%),44 (1.91)
43,"OBrien, Danny",20y 84d,5 (4-0-1 80.00%),6 (1.20),←,
34,"Rahilly, James",20y 320d,32 (13-0-19 40.63%),7 (0.22),←,
15,"Riccardi, Peter",27y 135d,174 (103-1-70 59.48%),176 (1.01),←,
27,"Sanderson, Brenton",26y 63d,110 (59-1-50 54.09%),27 (0.25),100 (57-1-42 57.50%),22 (0.22)
30,"Scarlett, Matthew",20y 330d,14 (10-0-4 71.43%),1 (0.07),←,
12,"Sholl, Brad",27y 172d,120 (69-1-50 57.92%),37 (0.31),118 (69-1-48 58.90%),37 (0.31)
6,"Spriggs, David",19y 96d,8 (6-0-2 75.00%),4 (0.50),←,
20,"Steinfort, Carl",23y 29d,51 (27-0-24 52.94%),17 (0.33),←,
26,"Stoneham, Barry",32y 81d,234 (137-2-95 58.97%),221 (0.94),←,
Totals,Totals,24y 290d,1939 (1089-11-839 56.16%),1277 (0.66),,
C,"Thompson, Mark",36y 163d,8 (6-0-2 75.00%),,←,
