Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
12,"Cook, James",22y 90d,26 (16-0-10 61.54%),35 (1.35),1 (0-0-1 0.00%),
16,"Croft, Matthew",23y 40d,37 (21-1-15 58.11%),17 (0.46),←,
11,"Curley, Todd",23y 83d,5 (2-0-3 40.00%),3 (0.60),2 (0-0-2 0.00%),2 (1.00)
3,"Grant, Chris",23y 115d,124 (65-2-57 53.23%),262 (2.11),←,
1,"Grgic, Ilija",24y 32d,55 (30-1-24 55.45%),87 (1.58),←,
37,"Hargraves, Daniel",20y 73d,19 (9-0-10 47.37%),24 (1.26),←,
6,"Johnson, Brad",19y 263d,32 (14-1-17 45.31%),20 (0.63),←,
4,"Kellett, Nigel",26y 110d,80 (41-1-38 51.88%),38 (0.47),←,
2,"Kolyniuk, Steven",25y 276d,109 (55-1-53 50.92%),122 (1.12),←,
39,"Liberatore, Tony",30y 55d,153 (83-2-68 54.90%),75 (0.49),←,
23,"Martin, Michael",19y 41d,5 (0-0-5 0.00%),1 (0.20),←,
44,"Osborne, Richard",31y 295d,246 (103-1-142 42.07%),535 (2.17),43 (22-1-20 52.33%),85 (1.98)
36,"Romero, Jose",24y 249d,107 (57-0-50 53.27%),108 (1.01),18 (8-0-10 44.44%),10 (0.56)
38,"Sir, Sedat",21y 31d,8 (2-0-6 25.00%),,←,
5,"Smith, Rohan",22y 311d,55 (30-1-24 55.45%),25 (0.45),←,
17,"Standfield, Barry",26y 53d,97 (52-1-44 54.12%),38 (0.39),←,
24,"Wallis, Stephen",31y 162d,242 (126-3-113 52.69%),57 (0.24),←,
34,"West, Mark",23y 3d,1 (0-0-1 0.00%),,←,
7,"West, Scott",21y 144d,65 (33-1-31 51.54%),36 (0.55),←,
45,"Wira, Brad",24y 21d,3 (0-0-3 0.00%),,2 (0-0-2 0.00%),
15,"Wynd, Scott",26y 72d,128 (64-2-62 50.78%),24 (0.19),←,
Totals,Totals,24y 103d,1597 (803-18-776 50.28%),1507 (0.94),,
C,"Joyce, Alan",53y 168d,140 (90-1-49 64.64%),,47 (23-1-23 50.00%),
