Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",22y 70d,60 (16-0-44 26.67%),14 (0.23),←,
21,"Buntine, Matt",21y 238d,22 (7-0-15 31.82%),1 (0.05),←,
18,"Cameron, Jeremy",22y 74d,62 (13-0-49 20.97%),154 (2.48),←,
3,"Coniglio, Stephen",21y 181d,55 (14-0-41 25.45%),19 (0.35),←,
1,"Davis, Phil",24y 288d,73 (25-0-48 34.25%),6 (0.08),55 (14-0-41 25.45%),5 (0.09)
4,"Greene, Toby",21y 262d,64 (14-0-50 21.88%),29 (0.45),←,
32,"Griffen, Ryan",28y 322d,213 (104-1-108 49.06%),134 (0.63),11 (7-0-4 63.64%),4 (0.36)
19,"Haynes, Nick",23y 27d,37 (9-0-28 24.32%),3 (0.08),←,
33,"Hoskin-Elliott, Will",21y 285d,46 (10-0-36 21.74%),39 (0.85),←,
22,"Kelly, Josh",20y 122d,27 (10-0-17 37.04%),15 (0.56),←,
25,"McCarthy, Cam",20y 74d,12 (8-0-4 66.67%),29 (2.42),←,
41,"Mumford, Shane",28y 344d,128 (82-2-44 64.84%),44 (0.34),28 (13-0-15 46.43%),5 (0.18)
24,"Patfull, Joel",30y 189d,193 (80-3-110 42.23%),25 (0.13),11 (7-0-4 63.64%),1 (0.09)
9,"Scully, Tom",24y 30d,97 (26-1-70 27.32%),32 (0.33),66 (13-0-53 19.70%),26 (0.39)
23,"Shaw, Heath",29y 199d,202 (123-2-77 61.39%),37 (0.18),29 (13-0-16 44.83%),
5,"Shiel, Dylan",22y 97d,61 (14-0-47 22.95%),32 (0.52),←,
10,"Smith, Devon",22y 25d,70 (16-0-54 22.86%),61 (0.87),←,
36,"Stewart, James",21y 102d,12 (7-0-5 58.33%),13 (1.08),←,
17,"Treloar, Adam",22y 97d,69 (16-0-53 23.19%),44 (0.64),←,
8,"Ward, Callan",25y 65d,132 (47-0-85 35.61%),64 (0.48),72 (15-0-57 20.83%),31 (0.43)
6,"Whitfield, Lachie",20y 331d,40 (10-0-30 25.00%),19 (0.47),←,
16,"Wilson, Nathan",22y 158d,25 (7-0-18 28.00%),8 (0.32),←,
Totals,Totals,23y 196d,1700 (658-9-1033 38.71%),822 (0.48),,
C,"Cameron, Leon",42y 285d,33 (13-0-20 39.39%),,←,
