Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",17.0,3.0,4.0,21.0,,,,,,,,,2.0,1.0,,,,,,,,,
32,"Baldwin, Jason",2.0,,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,
18,"Blakey, John",17.0,5.0,4.0,21.0,,,,2.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",3.0,,9.0,12.0,1.0,,,3.0,,,,,,3.0,,,,,,,,,
49,"Bunn, Mark",7.0,,1.0,8.0,,,,1.0,,,,,3.0,1.0,,,,,,,,,
40,"Clayton, Scott",19.0,2.0,7.0,26.0,,,,,,,,,1.0,2.0,,,,,,,,,
36,"Dundas, Matthew",13.0,1.0,5.0,18.0,2.0,3.0,,1.0,,,,,1.0,4.0,2.0,,,,,,,,
43,"Johnston, Andrew",17.0,2.0,7.0,24.0,1.0,,,5.0,,,,,4.0,3.0,,,,,,,,,
21,"Kappler, Darren",13.0,,1.0,14.0,,3.0,,1.0,,,,,3.0,2.0,,,,,,,,,
11,"Lynch, Alastair",15.0,9.0,6.0,21.0,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
29,"Lyon, Ross",18.0,5.0,5.0,23.0,,,,,,,,,2.0,,,,,,,,,,
16,"Matera, Wally",6.0,1.0,,6.0,3.0,1.0,,,,,,,,3.0,,,,,,,,,
3,"Pert, Gary",15.0,6.0,4.0,19.0,,,,3.0,,,,,,,1.0,,,,,,,,
9,"Rendell, Matthew",9.0,3.0,7.0,16.0,,,14.0,2.0,,,,,3.0,,,,,,,,,,
1,"Roos, Paul",13.0,8.0,5.0,18.0,4.0,,1.0,,,,,,3.0,,,,,,,,,,
20,"Rowe, Duane",7.0,2.0,2.0,9.0,,,,,,,,,,2.0,,,,,,,,,
33,"Stephens, Brett",9.0,3.0,5.0,14.0,,,,1.0,,,,,2.0,,,,,,,,,,
39,"Trewella, Mark",,,,,,,,1.0,,,,,,,,,,,,,,,
34,"Woods, Tony",16.0,1.0,4.0,20.0,,,,,,,,,1.0,2.0,,,,,,,,,
8,"Wynd, Jim",17.0,3.0,4.0,21.0,,,,3.0,,,,,4.0,3.0,,,,,,,,,
Totals,Totals,233.0,54.0,82.0,315.0,15.0,13.0,16.0,24.0,,,,,29.0,27.0,3.0,,,,,,,,
Opposition,Opposition,206.0,59.0,80.0,286.0,13.0,11.0,24.0,21.0,,,,,27.0,29.0,3.0,,,,,,,,
