Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",17,4,5,22,,,,,,,,,3.0,,,,,,,,,,
22,"Bain, David",22,4,6,28,,,,,,,,,2.0,2.0,1.0,,,,,,,,
8,"Cameron, David",9,2,3,12,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
25,"Campbell, Matthew",24,6,6,30,1,,1.0,,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",8,,1,9,1,,,,,,,,,5.0,,,,,,,,,
12,"Clarke, Troy",4,2,6,10,1,,,1.0,,,,,1.0,,,,,,,,,,
2,"Curran, Peter",6,5,2,8,1,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
38,"Gibson, Michael",6,1,8,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
14,"Hamilton, Shane",12,5,5,17,,2.0,,2.0,,,,,,3.0,,,,,,,,,
5,"Hardie, Brad",13,4,2,15,3,2.0,,2.0,,,,,,,,,,,,,,,
17,"Leslie, Martin",3,3,7,10,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
16,"Lester-Smith, Rod",6,5,4,10,,,1.0,,,,,,,,,,,,,,,,
7,"McIvor, Scott",4,1,8,12,,,,3.0,,,,,,2.0,,,,,,,,,
19,"McLean, Michael",13,1,4,17,,,,,,,,,,,,,,,,,,,
24,"Merrett, Roger",1,3,10,11,,,2.0,,,,,,1.0,3.0,,,,,,,,,
26,"Noonan, Danny",17,8,14,31,,2.0,,2.0,,,,,1.0,,,,,,,,,,
28,"OBrien, Cameron",6,4,3,9,,1.0,,,,,,,,,,,,,,,,,
3,"Reynoldson, Steve",9,5,2,11,1,1.0,5.0,,,,,,,2.0,,,,,,,,,
46,"Wearne, David",6,2,3,9,,1.0,,,,,,,,,,,,,,,,,
21,"Zanotti, Mark",12,4,2,14,,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,69,101,299,9,16.0,10.0,17.0,,,,,14.0,24.0,1.0,,,,,,,,
Opposition,Opposition,222,81,144,366,18,19.0,32.0,28.0,,,,,24.0,14.0,5.0,,,,,,,,
