Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",11,1,3,14,1,,,,,,,,3.0,2.0,,,,,,,,,
32,"Baldwin, Jason",13,5,5,18,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
17,"Broderick, Paul",9,,5,14,,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
22,"Caven, Peter",2,1,4,6,,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Dundas, Matthew",7,2,3,10,,,,4.0,,,,,3.0,,,,,,,,,,
18,"Dunstan, Michael",7,3,5,12,1,1.0,,,,,,,2.0,1.0,,,,,,,,,
28,"Elliott, Jamie",7,3,3,10,,,,4.0,,,,,1.0,2.0,,,,,,,,,
7,"Gale, Michael",7,3,5,12,,,,4.0,,,,,1.0,1.0,,,,,,,,,
6,"Guard, Jeremy",1,,3,4,,,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Johnston, David",12,5,12,24,,,,2.0,,,,,4.0,2.0,2.0,,,,,,,,
11,"Lynch, Alastair",13,8,5,18,,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Lyon, Ross",5,3,2,7,3,,,2.0,,,,,1.0,2.0,,,,,,,,,
30,"Manson, James",5,4,8,13,,,8.0,2.0,,,,,,2.0,,,,,,,,,
25,"McCarthy, John",8,5,3,11,4,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",4,2,5,9,,,,,,,,,3.0,1.0,,,,,,,,,
1,"Roos, Paul",17,8,13,30,1,,1.0,4.0,,,,,,2.0,3.0,,,,,,,,
3,"Seecamp, Marcus",9,4,3,12,,,1.0,3.0,,,,,1.0,,,,,,,,,,
33,"Stephens, Brett",9,3,12,21,,,,2.0,,,,,3.0,2.0,,,,,,,,,
8,"Wynd, Jim",12,1,6,18,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
16,"Zanotti, Mark",5,2,1,6,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,63,106,269,12,7.0,12.0,42.0,,,,,32.0,27.0,5.0,,,,,,,,
Opposition,Opposition,172,54,114,286,11,12.0,17.0,18.0,,,,,27.0,32.0,1.0,,,,,,,,
