Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Adams, Marcus",11,2,3,14,,,,2.0,7.0,1.0,1.0,5.0,,1.0,,6.0,9.0,,,3.0,,,87.0
4,"Ah Chee, Callum",5,1,4,9,1,,,4.0,,4.0,,3.0,,2.0,,4.0,6.0,1.0,,,,,81.0
31,"Andrews, Harris",9,6,3,12,,,,1.0,2.0,,,3.0,,1.0,,4.0,8.0,1.0,,5.0,,,95.0
33,"Bailey, Zac",12,3,6,18,,1.0,,5.0,1.0,4.0,4.0,2.0,1.0,1.0,,11.0,6.0,1.0,,3.0,,,81.0
13 ↑,"Berry, Tom",1,1,7,8,,,,2.0,,,,3.0,,1.0,,3.0,4.0,,1.0,,,1.0,64.0
14,"Birchall, Grant",9,6,7,16,,,,,7.0,1.0,1.0,6.0,,2.0,,4.0,10.0,,,3.0,,,85.0
23,"Cameron, Charlie",5,2,4,9,3,,,1.0,,1.0,,3.0,,1.0,,5.0,4.0,,1.0,1.0,,1.0,85.0
3,"Daniher, Joe",12,7,3,15,1,1.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,,9.0,10.0,1.0,2.0,3.0,1.0,1.0,92.0
27 ↓,"Gardiner, Darcy",,1,2,2,,,,,,,,,,,,,2.0,,,,,,11.0
30,"Hipwood, Eric",9,4,5,14,3,2.0,,2.0,,4.0,,,1.0,,,4.0,11.0,,2.0,1.0,,,86.0
35,"Lester, Ryan",9,5,8,17,,,,2.0,5.0,1.0,,4.0,1.0,2.0,,8.0,8.0,1.0,,7.0,,,93.0
17,"Lyons, Jarryd",13,4,11,24,1,1.0,,4.0,1.0,2.0,6.0,2.0,2.0,1.0,,13.0,10.0,1.0,1.0,1.0,,1.0,79.0
11,"McCarthy, Lincoln",9,2,2,11,1,,,6.0,,3.0,,1.0,1.0,,,7.0,7.0,,1.0,3.0,,2.0,77.0
6,"McCluggage, Hugh",22,6,11,33,,2.0,,3.0,1.0,5.0,6.0,7.0,,4.0,2.0,13.0,19.0,,1.0,4.0,,3.0,88.0
46,"McInerney, Oscar",8,2,3,11,1,,35.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,,9.0,2.0,2.0,,2.0,,,87.0
25,"McStay, Daniel",5,4,5,10,1,1.0,2.0,6.0,,2.0,,3.0,,,,3.0,7.0,,1.0,,,,75.0
9,"Neale, Lachie",8,1,16,24,,,,5.0,,5.0,5.0,3.0,4.0,,,14.0,11.0,,,,,3.0,82.0
20,"Prior, Jaxon",9,3,3,12,,1.0,,2.0,1.0,5.0,,1.0,1.0,,,3.0,10.0,,,1.0,,,66.0
10,"Rich, Daniel",23,5,5,28,,,,1.0,8.0,2.0,1.0,2.0,,1.0,,4.0,16.0,,,1.0,,,80.0
2,"Robertson, Deven",7,1,11,18,2,1.0,,6.0,1.0,1.0,,5.0,1.0,3.0,,8.0,12.0,,,4.0,,,74.0
5,"Robinson, Mitch",14,1,4,18,,,,2.0,1.0,6.0,3.0,2.0,1.0,1.0,,11.0,8.0,,,,,,72.0
37,"Starcevich, Brandon",8,2,2,10,,,,4.0,4.0,1.0,,,1.0,,,3.0,7.0,,,2.0,,,81.0
15,"Zorko, Dayne",14,3,6,20,1,1.0,,11.0,2.0,8.0,9.0,7.0,3.0,2.0,,14.0,10.0,,,4.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,72,131,353,15,13.0,42.0,71.0,45.0,61.0,44.0,66.0,20.0,25.0,2.0,160.0,197.0,8.0,10.0,48.0,1.0,12.0,
Opposition,Opposition,223,90,133,356,12,13.0,47.0,64.0,44.0,58.0,42.0,67.0,25.0,20.0,4.0,149.0,194.0,19.0,12.0,54.0,9.0,12.0,
