Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 241d,112 (55-2-55 50.00%),67 (0.60),←,
38,"Barrow, Gary",23y 215d,5 (4-0-1 80.00%),1 (0.20),←,
19,"Beveridge, Luke",22y 363d,49 (28-0-21 57.14%),49 (1.00),7 (4-0-3 57.14%),8 (1.14)
18,"Cameron, Leon",20y 353d,60 (31-1-28 52.50%),26 (0.43),←,
11,"Corcoran, Shannon",22y 180d,21 (13-0-8 61.90%),2 (0.10),←,
31,"Darcy, Anthony",21y 152d,12 (4-0-8 33.33%),2 (0.17),11 (4-0-7 36.36%),2 (0.18)
29,"Grant, Chris",20y 251d,75 (41-1-33 55.33%),148 (1.97),←,
28,"Grgic, Ilija",21y 169d,8 (5-0-3 62.50%),13 (1.63),←,
7,"Hawkins, Doug",33y 108d,307 (131-4-172 43.32%),209 (0.68),←,
10,"Hunter, Mark",27y 352d,89 (42-2-45 48.31%),2 (0.02),←,
4,"Kellett, Nigel",23y 246d,55 (29-0-26 52.73%),21 (0.38),←,
39,"Liberatore, Tony",27y 191d,103 (58-1-44 56.80%),59 (0.57),←,
43,"Nicholson, Brad",19y 78d,4 (2-0-2 50.00%),1 (0.25),←,
22,"Quill, Peter",23y 363d,12 (6-0-6 50.00%),5 (0.42),←,
34,"Sexton, Ben",20y 296d,19 (10-1-8 55.26%),17 (0.89),←,
17,"Standfield, Barry",23y 189d,51 (29-0-22 56.86%),20 (0.39),←,
42,"Thorpe, Alan",24y 307d,6 (3-1-2 58.33%),8 (1.33),3 (2-0-1 66.67%),3 (1.00)
8,"Toohey, Bernard",30y 184d,262 (135-1-126 51.72%),115 (0.44),39 (25-0-14 64.10%),4 (0.10)
14,"West, Scott",18y 280d,16 (8-0-8 50.00%),20 (1.25),←,
15,"Wynd, Scott",23y 208d,97 (49-1-47 51.03%),13 (0.13),←,
Totals,Totals,23y 291d,1363 (683-15-665 50.11%),798 (0.59),,
C,"Wheeler, Terry",38y 161d,88 (48-1-39 55.11%),,←,
