Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",26y 86d,102 (66-0-36 64.71%),59 (0.58),←,
8,"Bewick, Darren",24y 353d,92 (56-0-36 60.87%),142 (1.54),←,
48,"Calthorpe, David",18y 357d,2 (1-0-1 50.00%),2 (1.00),←,
7,"Daniher, Chris",26y 130d,38 (22-0-16 57.89%),14 (0.37),←,
2,"Dick, Willie",26y 145d,6 (4-0-2 66.67%),4 (0.67),←,
28,"Flood, David",23y 168d,40 (24-0-16 60.00%),24 (0.60),←,
25,"Fox, Brad",22y 304d,15 (8-0-7 53.33%),4 (0.27),←,
1,"Harvey, Mark",27y 58d,133 (90-0-43 67.67%),155 (1.17),←,
33,"Hills, Paul",19y 323d,29 (16-0-13 55.17%),4 (0.14),←,
49,"Hird, James",19y 186d,2 (1-0-1 50.00%),3 (1.50),←,
9,"Kickett, Derek",29y 307d,64 (36-0-28 56.25%),67 (1.05),52 (31-0-21 59.62%),55 (1.06)
13,"Long, Michael",22y 312d,82 (52-0-30 63.41%),55 (0.67),←,
53,"Manton, Glenn",19y 68d,1 (1-0-0 100.00%),,←,
45,"Mercuri, Mark",18y 169d,3 (2-0-1 66.67%),1 (0.33),←,
10,"ODonnell, Gary",27y 88d,111 (69-0-42 62.16%),33 (0.30),←,
3,"Salmon, Paul",27y 201d,160 (96-1-63 60.31%),384 (2.40),←,
19,"Somerville, Peter",24y 31d,46 (27-0-19 58.70%),43 (0.93),←,
17,"Sporn, Kieran",25y 346d,65 (41-0-24 63.08%),57 (0.88),←,
26,"Thompson, Mark",28y 263d,147 (95-1-51 64.97%),46 (0.31),←,
4,"Wanganeen, Gavin",19y 51d,37 (19-0-18 51.35%),21 (0.57),←,
Totals,Totals,23y 343d,1175 (726-2-447 61.79%),1118 (0.95),,
C,"Sheedy, Kevin",44y 228d,281 (184-1-96 65.66%),,←,
