Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barry, Leo",6,5,3,9,,,,2.0,,,,,,,,,,,,,,,
30,"Bayes, Mark",5,3,,5,1,,,3.0,,,,,1.0,,,,,,,,,,
31,"Carey, Stefan",6,5,1,7,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Cresswell, Daryn",18,3,9,27,,1.0,,3.0,,,,,1.0,,,,,,,,,,
18,"Direen, Scott",,,,,,,,1.0,,,,,,,,,,,,,,,
6,"Dunkley, Andrew",5,3,4,9,,,,3.0,,,,,1.0,2.0,,,,,,,,,
12,"Dyson, Kevin",10,4,4,14,,,,2.0,,,,,1.0,2.0,,,,,,,,,
10,"Filandia, Peter",2,,4,6,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Garlick, Simon",14,5,4,18,,,,1.0,,,,,1.0,2.0,,,,,,,,,
9,"Grant, Shannon",13,7,6,19,,,,1.0,,,,,5.0,2.0,,,,,,,,,
39,"Heuskes, Adam",10,5,4,14,,,,3.0,,,,,2.0,,,,,,,,,,
14,"Kelly, Paul",14,5,4,18,,,,,,,,,1.0,,,,,,,,,,
24,"Kickett, Derek",8,3,2,10,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Lockett, Tony",9,6,1,10,4,4.0,,,,,,,1.0,3.0,,,,,,,,,
34,"Luff, Troy",24,11,1,25,,2.0,,2.0,,,,,,2.0,1.0,,,,,,,,
17,"Mooney, Jason",8,3,5,13,,1.0,3.0,3.0,,,,,2.0,1.0,,,,,,,,,
5,"OBrien, Craig",6,4,4,10,2,,,2.0,,,,,1.0,2.0,,,,,,,,,
19,"OLoughlin, Michael",11,5,3,14,2,,,3.0,,,,,1.0,2.0,,,,,,,,,
1,"Roos, Paul",10,6,7,17,,,,,,,,,,1.0,,,,,,,,,
7,"Seymour, Brad",5,4,8,13,,,,1.0,,,,,1.0,,,,,,,,,,
15,"Stafford, Greg",5,4,4,9,1,,6.0,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,91,78,267,12,10.0,9.0,34.0,,,,,22.0,22.0,1.0,,,,,,,,
Opposition,Opposition,211,92,125,336,14,16.0,15.0,22.0,,,,,22.0,22.0,5.0,,,,,,,,
