St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",22y 249d,48 (21-0-27 43.75%),25 (0.52),←,
15,"Billings, Jack",25y 263d,134 (53-1-80 39.93%),96 (0.72),←,
16,"Butler, Dan",24y 339d,72 (46-0-26 63.89%),90 (1.25),27 (15-0-12 55.56%),37 (1.37)
31,"Byrnes, Ryan",20y 5d,3 (3-0-0 100.00%),,←,
23,"Bytel, Jack",21y 55d,10 (5-0-5 50.00%),,←,
11,"Clark, Hunter",22y 43d,55 (24-1-30 44.55%),8 (0.15),←,
1,"Coffield, Nick",21y 197d,44 (18-1-25 42.05%),2 (0.05),←,
5,"Crouch, Brad",27y 114d,101 (51-0-50 50.50%),36 (0.36),6 (3-0-3 50.00%),2 (0.33)
22,"Higgins, Jack",22y 50d,51 (34-1-16 67.65%),44 (0.86),8 (4-0-4 50.00%),15 (1.88)
8,"Hill, Bradley",27y 303d,176 (109-0-67 61.93%),83 (0.47),27 (15-0-12 55.56%),4 (0.15)
20,"Howard, Dougal",25y 44d,72 (38-0-34 52.78%),15 (0.21),27 (15-0-12 55.56%),1 (0.04)
3,"Jones, Zak",26y 54d,112 (61-0-51 54.46%),30 (0.27),22 (12-0-10 54.55%),7 (0.32)
39,"Joyce, Darragh",24y 15d,8 (4-0-4 50.00%),,←,
12,"King, Max",20y 305d,25 (13-0-12 52.00%),34 (1.36),←,
13,"Lonie, Jack",24y 268d,83 (34-0-49 40.96%),73 (0.88),←,
19,"Marshall, Rowan",25y 165d,56 (23-0-33 41.07%),30 (0.54),←,
28,"Membrey, Tim",26y 347d,118 (53-2-63 45.76%),199 (1.69),117 (52-2-63 45.30%),199 (1.70)
18,"Ryder, Paddy",33y 55d,259 (132-4-123 51.74%),182 (0.70),16 (11-0-5 68.75%),11 (0.69)
35,"Sinclair, Jack",26y 85d,106 (43-1-62 41.04%),41 (0.39),←,
9,"Steele, Jack",25y 146d,105 (44-1-60 42.38%),43 (0.41),88 (36-1-51 41.48%),34 (0.39)
29,"Webster, Jimmy",27y 314d,99 (35-1-63 35.86%),3 (0.03),←,
44,"Wilkie, Callum",25y 59d,49 (24-0-25 48.98%),,←,
32,"Wood, Mason",27y 237d,69 (33-0-36 47.83%),76 (1.10),4 (3-0-1 75.00%),
Totals,Totals,24y 352d,1855 (901-13-941 48.57%),1110 (0.60),,
C,"Ratten, Brett",49y 301d,153 (78-1-74 51.31%),,33 (18-0-15 54.55%),
