Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Baguley, Mark",25y 67d,3 (1-0-2 33.33%),,←,
44,"Bellchambers, Tom",23y 18d,39 (14-1-24 37.18%),20 (0.51),←,
24,"Browne, Alex",19y 353d,3 (0-0-3 0.00%),,←,
22,"Carlisle, Jake",20y 300d,25 (12-0-13 48.00%),7 (0.28),←,
29,"Davey, Alwyn",28y 73d,82 (39-1-42 48.17%),97 (1.18),←,
47,"DellOlio, Cory",22y 232d,7 (4-0-3 57.14%),9 (1.29),←,
15,"Dempsey, Courtenay",24y 334d,69 (29-2-38 43.48%),16 (0.23),←,
31,"Fletcher, Dustin",37y 81d,363 (214-5-144 59.64%),69 (0.19),←,
3,"Gumbleton, Scott",23y 359d,25 (10-0-15 40.00%),30 (1.20),←,
34,"Hardingham, Kyle",23y 330d,44 (23-1-20 53.41%),9 (0.20),←,
21,"Heppell, Dyson",20y 74d,38 (21-1-16 56.58%),5 (0.13),←,
19,"Hille, David",31y 55d,192 (90-1-101 47.14%),152 (0.79),←,
39,"Hocking, Heath",24y 213d,76 (36-2-38 48.68%),28 (0.37),←,
40,"Howlett, Ben",23y 280d,55 (27-1-27 50.00%),21 (0.38),←,
7,"Jetta, Leroy",24y 21d,78 (39-1-38 50.64%),71 (0.91),←,
28,"Kavanagh, Elliott",19y 69d,1 (0-0-1 0.00%),,←,
42,"Lovett-Murray, Nathan",29y 252d,139 (53-2-84 38.85%),71 (0.51),←,
17,"Melksham, Jake",20y 333d,54 (25-1-28 47.22%),25 (0.46),←,
6,"Monfries, Angus",25y 190d,146 (58-3-85 40.75%),161 (1.10),←,
5,"Stanton, Brent",26y 87d,179 (72-3-104 41.06%),115 (0.64),←,
4,"Watson, Jobe",27y 170d,149 (63-3-83 43.29%),75 (0.50),←,
8,"Winderlich, Jason",27y 291d,99 (36-1-62 36.87%),47 (0.47),←,
Totals,Totals,25y 7d,1866 (866-29-971 46.41%),1028 (0.55),,
C,"Hird, James",39y 174d,40 (22-1-17 56.25%),,←,
