Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",13,5,7,20,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
32,"Ellis, Craig",10,5,,10,,,,1.0,,,,,,,,,,,,,,,
3,"Grant, Chris",13,8,5,18,,4.0,,1.0,,,,,1.0,4.0,3.0,,,,,,,,
1,"Grgic, Ilija",12,9,9,21,1,,13.0,4.0,,,,,2.0,4.0,,,,,,,,,
37,"Hargraves, Daniel",10,4,2,12,1,4.0,,1.0,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",9,1,1,10,1,2.0,1.0,2.0,,,,,,2.0,,,,,,,,,
10,"Hunter, Mark",25,7,1,26,1,,1.0,1.0,,,,,1.0,,,,,,,,,,
21,"Kolyniuk, Steven",5,1,4,9,1,,,4.0,,,,,1.0,1.0,,,,,,,,,
12,"Koster, Kym",4,5,3,7,,,,,,,,,,2.0,,,,,,,,,
35,"Kretiuk, Steven",10,5,3,13,1,,,,,,,,,,,,,,,,,,
39,"Liberatore, Tony",14,1,5,19,1,2.0,,9.0,,,,,3.0,4.0,1.0,,,,,,,,
44,"Osborne, Richard",2,,,2,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
22,"Quill, Peter",12,5,4,16,,1.0,,,,,,,,2.0,,,,,,,,,
2,"Reynolds, Keenan",1,1,,1,,,,,,,,,,1.0,,,,,,,,,
34,"Sexton, Ben",6,1,1,7,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Southern, Daniel",3,3,7,10,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
17,"Standfield, Barry",7,4,3,10,,,2.0,,,,,,,,,,,,,,,,
29,"Thorpe, Alan",6,4,3,9,2,,,2.0,,,,,,3.0,,,,,,,,,
24,"Wallis, Stephen",9,6,6,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
25,"Watts, Jason",12,2,4,16,1,,,1.0,,,,,2.0,,,,,,,,,,
14,"West, Scott",11,2,4,15,1,1.0,,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,79,72,266,13,19.0,17.0,33.0,,,,,19.0,30.0,4.0,,,,,,,,
Opposition,Opposition,193,66,94,287,16,13.0,27.0,23.0,,,,,30.0,19.0,2.0,,,,,,,,
