Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Bartlett, Trent",23y 133d,44 (21-2-21 50.00%),13 (0.30),5 (3-0-2 60.00%),5 (1.00)
17,"Brown, Nathan",22y 57d,53 (33-1-19 63.21%),37 (0.70),←,
19,"Contessa, Adam",23y 100d,20 (14-1-5 72.50%),5 (0.25),←,
26,"Cox, Simon",23y 73d,32 (16-0-16 50.00%),13 (0.41),←,
11,"Curley, Todd",27y 84d,84 (45-2-37 54.76%),38 (0.45),81 (43-2-36 54.32%),37 (0.46)
14,"Darcy, Luke",24y 270d,100 (55-2-43 56.00%),68 (0.68),←,
28,"Dimattina, Paul",25y 137d,70 (42-1-27 60.71%),29 (0.41),←,
10,"Eagleton, Nathan",21y 149d,61 (29-2-30 49.18%),49 (0.80),5 (3-0-2 60.00%),4 (0.80)
32,"Ellis, Craig",24y 308d,77 (42-1-34 55.19%),4 (0.05),←,
4,"Garlick, Simon",24y 363d,96 (57-1-38 59.90%),66 (0.69),52 (33-1-18 64.42%),39 (0.75)
25,"Hunter, Kingsley",24y 316d,47 (18-0-29 38.30%),87 (1.85),6 (4-0-2 66.67%),1 (0.17)
6,"Johnson, Brad",23y 264d,128 (68-3-57 54.30%),111 (0.87),←,
2,"Kolyniuk, Steven",29y 277d,169 (88-1-80 52.37%),192 (1.14),←,
35,"Kretiuk, Steven",27y 278d,119 (71-2-46 60.50%),10 (0.08),←,
39,"Liberatore, Tony",34y 56d,232 (126-3-103 54.96%),91 (0.39),←,
33,"Macri, Christin",25y 223d,4 (2-0-2 50.00%),3 (0.75),←,
13,"Mahoney, Josh",22y 159d,28 (10-0-18 35.71%),9 (0.32),9 (4-0-5 44.44%),1 (0.11)
36,"Romero, Jose",28y 250d,185 (97-1-87 52.70%),152 (0.82),96 (48-1-47 50.52%),54 (0.56)
5,"Smith, Rohan",26y 312d,152 (84-3-65 56.25%),134 (0.88),←,
8,"Southern, Daniel",25y 97d,101 (55-1-45 54.95%),24 (0.24),←,
7,"West, Scott",25y 145d,152 (81-2-69 53.95%),60 (0.39),←,
15,"Wynd, Scott",30y 73d,220 (115-4-101 53.18%),30 (0.14),←,
Totals,Totals,25y 254d,2174 (1169-33-972 53.77%),1225 (0.56),,
C,"Wallace, Terry",41y 116d,87 (52-1-34 60.34%),,←,
