Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 46d,245 (135-2-108 55.51%),324 (1.32),53 (11-0-42 20.75%),62 (1.17)
40,"Boston, Andrew",19y 98d,1 (0-0-1 0.00%),,←,
36,"Broughton, Greg",26y 273d,77 (33-0-44 42.86%),17 (0.22),9 (4-0-5 44.44%),2 (0.22)
30,"Brown, Campbell",29y 305d,199 (82-1-116 41.46%),100 (0.50),40 (7-0-33 17.50%),36 (0.90)
12,"Day, Sam",20y 296d,35 (7-0-28 20.00%),18 (0.51),←,
15,"Gorringe, Daniel",21y 27d,12 (2-0-10 16.67%),4 (0.33),←,
33,"Hall, Aaron",22y 232d,21 (7-0-14 33.33%),24 (1.14),←,
5,"Harbrow, Jarrod",24y 346d,118 (51-1-66 43.64%),33 (0.28),48 (11-0-37 22.92%),12 (0.25)
7,"Hunt, Karmichael",26y 224d,41 (5-0-36 12.20%),5 (0.12),←,
17,"May, Steven",21y 170d,26 (6-0-20 23.08%),14 (0.54),←,
18,"McKenzie, Trent",21y 87d,48 (10-0-38 20.83%),18 (0.38),←,
29,"Murphy, Tom",27y 102d,106 (59-1-46 56.13%),5 (0.05),11 (4-0-7 36.36%),
22,"Nicholls, Tom",21y 117d,5 (1-0-4 20.00%),2 (0.40),←,
1,"OMeara, Jaeger",19y 126d,13 (5-0-8 38.46%),8 (0.62),←,
10,"Prestia, Dion",20y 260d,43 (7-0-36 16.28%),9 (0.21),←,
26,"Shaw, Matt",21y 144d,47 (10-0-37 21.28%),17 (0.36),←,
25,"Stanley, Danny",25y 131d,49 (11-0-38 22.45%),23 (0.47),44 (10-0-34 22.73%),23 (0.52)
39,"Sumner, Timmy",18y 263d,4 (1-0-3 25.00%),,←,
24,"Swallow, David",20y 222d,46 (10-0-36 21.74%),20 (0.43),←,
16,"Thompson, Rory",22y 109d,26 (6-0-20 23.08%),5 (0.19),←,
4,"Weller, Maverick",21y 136d,29 (4-0-25 13.79%),3 (0.10),←,
38,"Wilkinson, Joel",21y 212d,24 (3-0-21 12.50%),1 (0.04),←,
Totals,Totals,22y 328d,1215 (455-5-755 37.45%),650 (0.53),,
C,"McKenna, Guy",44y 49d,57 (11-0-46 19.30%),,←,
