St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
13,"Byrnes, Ryan",23y 323d,65 (36-0-29 55.38%),12 (0.18),←,
47,"Caminiti, Anthony",21y 103d,35 (16-0-19 45.71%),34 (0.97),←,
11,"Clark, Hunter",25y 361d,100 (47-1-52 47.50%),13 (0.13),←,
4,"Collard, Lance",19y 361d,4 (1-0-3 25.00%),2 (0.50),←,
34,"Garcia, Hugo",19y 304d,11 (6-0-5 54.55%),2 (0.18),←,
40,"Hall, Max",22y 341d,2 (1-0-1 50.00%),2 (1.00),←,
1,"Higgins, Jack",26y 3d,124 (71-1-52 57.66%),164 (1.32),81 (41-0-40 50.62%),135 (1.67)
8,"Hill, Bradley",31y 256d,257 (150-0-107 58.37%),104 (0.40),108 (56-0-52 51.85%),25 (0.23)
3,"Jones, Zak",30y 7d,151 (78-0-73 51.66%),36 (0.24),61 (29-0-32 47.54%),13 (0.21)
17,"Keeler, Isaac",20y 333d,1 (1-0-0 100.00%),1 (1.00),←,
6,"Macrae, Jack",30y 231d,251 (134-0-117 53.39%),59 (0.24),2 (1-0-1 50.00%),
19,"Marshall, Rowan",29y 118d,135 (64-0-71 47.41%),68 (0.50),←,
45,"OConnell, Liam",22y 18d,2 (1-0-1 50.00%),,←,
10,"Owens, Mitch",21y 179d,54 (27-0-27 50.00%),51 (0.94),←,
35,"Sinclair, Jack",30y 38d,189 (85-1-103 45.24%),62 (0.33),←,
9,"Steele, Jack",29y 99d,183 (82-1-100 45.08%),66 (0.36),166 (74-1-91 44.88%),57 (0.34)
14,"Stocker, Liam",25y 58d,68 (29-0-39 42.65%),2 (0.03),40 (21-0-19 52.50%),
7,"Wanganeen-Milera, Nasiah",22y 28d,65 (33-0-32 50.77%),7 (0.11),←,
29,"Webster, Jimmy",31y 267d,167 (70-1-96 42.22%),4 (0.02),←,
44,"Wilkie, Callum",29y 12d,134 (66-0-68 49.25%),1 (0.01),←,
22,"Wilson, Darcy",19y 216d,25 (12-0-13 48.00%),15 (0.60),←,
2,"Windhager, Marcus",21y 310d,54 (25-0-29 46.30%),8 (0.15),←,
32,"Wood, Mason",31y 190d,137 (71-0-66 51.82%),131 (0.96),72 (41-0-31 56.94%),55 (0.76)
Totals,Totals,25y 181d,2214 (1106-5-1103 49.95%),844 (0.38),,
C,"Lyon, Ross",58y 134d,354 (197-5-152 56.36%),,170 (101-4-65 60.59%),
