Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Allan, Matthew",3,1,1.0,4,,,7.0,,1.0,1.0,,1.0,,,,,4,,,,,,26.0
15,"Alvey, Mark",6,3,3.0,9,,,,,5.0,,,2.0,,1.0,,1.0,8,,,1.0,2.0,,58.0
23,"Bolton, Mark",8,9,8.0,16,,2.0,,,,3.0,,2.0,1.0,2.0,,5.0,11,1.0,2.0,5.0,,,90.0
13,"Cupido, Damian",5,3,2.0,7,2.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,,2.0,4,1.0,2.0,,,,81.0
31,"Fletcher, Dustin",13,1,,13,,1.0,3.0,1.0,12.0,,1.0,3.0,1.0,1.0,,7.0,6,,,6.0,,,100.0
39,"Haynes, Ben",3,3,3.0,6,1.0,,,,,,,,,,,1.0,5,,1.0,1.0,,,49.0
19,"Hille, David",10,6,8.0,18,1.0,,13.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,,7.0,10,,1.0,1.0,,,83.0
14,"Johnson, Jason",19,5,9.0,28,2.0,1.0,,2.0,2.0,3.0,5.0,4.0,,,3.0,12.0,16,,,1.0,,1.0,100.0
1,"Johnson, Mark",7,6,8.0,15,1.0,,,1.0,1.0,3.0,,2.0,1.0,1.0,,3.0,12,,1.0,3.0,1.0,,100.0
18,"Lloyd, Matthew",17,8,2.0,19,7.0,1.0,,2.0,,2.0,1.0,4.0,1.0,3.0,2.0,6.0,11,1.0,7.0,4.0,,2.0,100.0
42,"Lovett-Murray, Nathan",7,4,2.0,9,1.0,,,2.0,1.0,2.0,,,1.0,,,2.0,6,,,3.0,,,70.0
33,"McPhee, Adam",14,8,5.0,19,,,,,3.0,2.0,,3.0,,2.0,,4.0,17,1.0,,2.0,2.0,2.0,100.0
10,"McVeigh, Mark",11,7,9.0,20,1.0,,,7.0,,6.0,2.0,2.0,2.0,1.0,,7.0,14,,1.0,1.0,,,93.0
24,"Misiti, Joe",6,3,4.0,10,,,,,3.0,2.0,4.0,1.0,,,,4.0,6,,,,,,54.0
28,"Murphy, Justin",7,4,7.0,14,,2.0,,3.0,,1.0,2.0,1.0,,,,5.0,8,,1.0,1.0,,,100.0
11,"Peverill, Damien",12,8,7.0,19,1.0,,,7.0,,3.0,1.0,2.0,1.0,,,5.0,15,,1.0,2.0,6.0,2.0,96.0
9,"Ramanauskas, Adam",9,9,7.0,16,,,,,3.0,1.0,,1.0,,,,5.0,11,,,,1.0,1.0,100.0
20,"Richards, Ted",1,1,5.0,6,,,,1.0,2.0,,,1.0,,1.0,,4.0,1,1.0,,7.0,1.0,,80.0
43,"Rioli, Dean",14,6,4.0,18,1.0,1.0,,,,8.0,1.0,2.0,1.0,,,9.0,9,,2.0,2.0,,2.0,51.0
7,"Solomon, Dean",9,4,5.0,14,,,,3.0,3.0,2.0,,2.0,,,,5.0,8,,,5.0,1.0,,100.0
34,"Stanton, Brent",14,7,3.0,17,,2.0,,1.0,1.0,5.0,1.0,2.0,2.0,,,4.0,13,,,3.0,1.0,,69.0
12,"Welsh, Andrew",14,4,4.0,18,,,,2.0,3.0,5.0,1.0,2.0,1.0,1.0,,4.0,15,,,2.0,1.0,,100.0
Totals,Totals,209,110,106.0,315,18.0,11.0,23.0,34.0,41.0,53.0,21.0,43.0,14.0,16.0,5.0,102.0,210,5.0,19.0,50.0,16.0,10.0,
Opposition,Opposition,182,94,124.0,306,11.0,13.0,30.0,28.0,33.0,52.0,32.0,35.0,16.0,14.0,1.0,99.0,212,7.0,14.0,48.0,16.0,8.0,
