North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",24y 9d,47 (23-1-23 50.00%),38 (0.81),←,
4,"Anthony, Liam",24y 219d,33 (13-1-19 40.91%),18 (0.55),←,
18,"Atley, Shaun",19y 215d,19 (9-0-10 47.37%),3 (0.16),←,
3,"Bastinac, Ryan",20y 298d,37 (20-0-17 54.05%),16 (0.43),←,
33,"Campbell, Matt",25y 85d,70 (37-1-32 53.57%),70 (1.00),←,
10,"Cunnington, Ben",20y 290d,37 (18-0-19 48.65%),7 (0.19),←,
15,"Delaney, Luke",22y 296d,9 (6-0-3 66.67%),,←,
27,"Edwards, Aaron",28y 44d,76 (41-1-34 54.61%),118 (1.55),72 (37-1-34 52.08%),116 (1.61)
11,"Firrito, Michael",28y 140d,173 (84-2-87 49.13%),27 (0.16),←,
22,"Goldstein, Todd",23y 289d,61 (30-1-30 50.00%),36 (0.59),←,
23,"Harper, Kieran",19y 305d,17 (10-0-7 58.82%),15 (0.88),←,
29,"Harvey, Brent",33y 337d,326 (175-3-148 54.14%),381 (1.17),←,
34,"Macmillan, Jamie",20y 205d,16 (10-0-6 62.50%),5 (0.31),←,
1,"McIntosh, Hamish",27y 224d,103 (45-2-56 44.66%),58 (0.56),←,
42,"McMahon, Scott",25y 318d,92 (45-1-46 49.46%),27 (0.29),←,
20,"Petrie, Drew",29y 183d,202 (95-3-104 47.77%),207 (1.02),←,
9,"Swallow, Andrew",24y 318d,109 (49-1-59 45.41%),57 (0.52),←,
12,"Thomas, Lindsay",24y 47d,94 (42-2-50 45.74%),116 (1.23),←,
16,"Thompson, Scott",25y 342d,75 (30-2-43 41.33%),3 (0.04),←,
8,"Wells, Daniel",27y 72d,173 (87-2-84 50.87%),104 (0.60),←,
19,"Wright, Sam",21y 275d,35 (16-0-19 45.71%),35 (1.00),←,
7,"Ziebell, Jack",21y 47d,46 (21-0-25 45.65%),14 (0.30),←,
Totals,Totals,24y 207d,1850 (906-23-921 48.97%),1355 (0.73),,
C,"Scott, Brad",35y 348d,47 (23-0-24 48.94%),,←,
