Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",28y 144d,133 (67-0-66 50.38%),20 (0.15),←,
35,"Biglands, Rhett",27y 238d,92 (50-0-42 54.35%),34 (0.37),←,
24,"Burton, Brett",26y 361d,100 (48-0-52 48.00%),131 (1.31),←,
11,"Doughty, Michael",25y 268d,59 (34-0-25 57.63%),20 (0.34),←,
9,"Edwards, Tyson",28y 267d,202 (104-0-98 51.49%),128 (0.63),←,
36,"Goodwin, Simon",28y 125d,151 (81-0-70 53.64%),85 (0.56),←,
34,"Hart, Ben",30y 295d,279 (144-1-134 51.79%),42 (0.15),←,
37,"Hentschel, Trent",22y 126d,27 (13-0-14 48.15%),21 (0.78),←,
13,"Hudson, Ben",26y 65d,19 (9-0-10 47.37%),1 (0.05),←,
18,"Johncock, Graham",22y 191d,76 (41-0-35 53.95%),68 (0.89),←,
39,"Mattner, Martin",22y 267d,39 (21-0-18 53.85%),6 (0.15),←,
16,"McGregor, Ken",24y 91d,99 (47-0-52 47.47%),40 (0.40),←,
23,"McLeod, Andrew",28y 269d,221 (113-0-108 51.13%),231 (1.05),←,
22,"Perrie, Ian",26y 21d,75 (40-0-35 53.33%),76 (1.01),←,
33,"Reilly, Brent",21y 169d,27 (14-0-13 51.85%),10 (0.37),←,
32,"Ricciuto, Mark",29y 326d,268 (131-1-136 49.07%),219 (0.82),←,
25,"Rutten, Ben",21y 337d,17 (10-0-7 58.82%),3 (0.18),←,
12,"Shirley, Robert",24y 325d,56 (27-0-29 48.21%),9 (0.16),←,
14,"Skipworth, Hayden",22y 64d,23 (10-0-13 43.48%),16 (0.70),←,
5,"Thompson, Scott",22y 47d,44 (22-0-22 50.00%),22 (0.50),5 (4-0-1 80.00%),5 (1.00)
15,"Torney, Jason",27y 318d,152 (78-1-73 51.64%),24 (0.16),34 (19-0-15 55.88%),8 (0.24)
17,"Welsh, Scott",26y 144d,121 (70-0-51 57.85%),192 (1.59),85 (44-0-41 51.76%),162 (1.91)
Totals,Totals,25y 269d,2280 (1174-3-1103 51.49%),1398 (0.61),,
C,"Craig, Neil",49y 109d,15 (8-0-7 53.33%),,←,
