St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 227d,82 (40-0-42 48.78%),26 (0.32),←,
16,"Butler, Dan",26y 317d,110 (64-0-46 58.18%),124 (1.13),65 (33-0-32 50.77%),71 (1.09)
13,"Byrnes, Ryan",21y 348d,33 (20-0-13 60.61%),7 (0.21),←,
23,"Bytel, Jack",23y 33d,19 (9-0-10 47.37%),3 (0.16),←,
47,"Caminiti, Anthony",19y 128d,5 (4-0-1 80.00%),7 (1.40),←,
11,"Clark, Hunter",24y 21d,73 (31-1-41 43.15%),9 (0.12),←,
21,"Cordy, Zaine",26y 171d,123 (67-0-56 54.47%),16 (0.13),5 (4-0-1 80.00%),4 (0.80)
5,"Crouch, Brad",29y 92d,141 (72-0-69 51.06%),50 (0.35),46 (24-0-22 52.17%),16 (0.35)
4,"Gresham, Jade",25y 235d,118 (55-1-62 47.03%),120 (1.02),←,
22,"Higgins, Jack",24y 28d,85 (51-1-33 60.59%),98 (1.15),42 (21-0-21 50.00%),69 (1.64)
8,"Hill, Bradley",29y 281d,216 (130-0-86 60.19%),93 (0.43),67 (36-0-31 53.73%),14 (0.21)
20,"Howard, Dougal",27y 22d,107 (55-0-52 51.40%),15 (0.14),62 (32-0-30 51.61%),1 (0.02)
19,"Marshall, Rowan",27y 143d,91 (43-0-48 47.25%),45 (0.49),←,
10,"Owens, Mitch",19y 204d,12 (6-0-6 50.00%),11 (0.92),←,
33,"Paton, Ben",24y 179d,60 (30-0-30 50.00%),4 (0.07),←,
25,"Phillipou, Mattaes",18y 110d,5 (4-0-1 80.00%),6 (1.20),←,
6,"Ross, Sebastian",29y 344d,185 (75-2-108 41.08%),33 (0.18),←,
35,"Sinclair, Jack",28y 63d,146 (64-1-81 44.18%),48 (0.33),←,
14,"Stocker, Liam",23y 83d,33 (12-0-21 36.36%),2 (0.06),5 (4-0-1 80.00%),
7,"Wanganeen-Milera, Nasiah",20y 53d,22 (12-0-10 54.55%),1 (0.05),←,
44,"Wilkie, Callum",27y 37d,90 (45-0-45 50.00%),1 (0.01),←,
17,"Windhager, Marcus",19y 335d,22 (12-0-10 54.55%),6 (0.27),←,
32,"Wood, Mason",29y 215d,98 (51-0-47 52.04%),100 (1.02),33 (21-0-12 63.64%),24 (0.73)
Totals,Totals,24y 287d,1876 (952-6-918 50.75%),825 (0.44),,
C,"Lyon, Ross",56y 159d,310 (176-5-129 57.58%),,126 (80-4-42 65.08%),
