Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,2,8,21,,1.0,,,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",25,5,6,31,2,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
3,"Campbell, Adrian",1,1,2,3,,,,,,,,,,,,,,,,,,,
6,"Campbell, Tony",9,4,,9,,,,3.0,,,,,1.0,1.0,,,,,,,,,
20,"Coleman, Glenn",9,9,9,18,3,,1.0,3.0,,,,,1.0,2.0,,,,,,,,,
26,"Del-Re, Danny",6,4,2,8,3,,,,,,,,2.0,1.0,,,,,,,,,
32,"Foster, Peter",3,2,5,8,,,,,,,,,,1.0,,,,,,,,,
41,"Frost, Michael",8,,3,11,,,,2.0,,,,,,2.0,,,,,,,,,
29,"Grant, Chris",11,8,5,16,4,,,2.0,,,,,1.0,2.0,,,,,,,,,
7,"Hawkins, Doug",6,3,8,14,,2.0,,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",19,2,6,25,,,,2.0,,,,,3.0,,,,,,,,,,
4,"Kellett, Nigel",14,2,2,16,2,,,,,,,,1.0,,,,,,,,,,
46,"Kretiuk, Steven",9,5,11,20,1,,,2.0,,,,,4.0,2.0,,,,,,,,,
39,"Liberatore, Tony",20,6,17,37,,,,8.0,,,,,3.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",19,4,3,22,,,,2.0,,,,,2.0,2.0,1.0,,,,,,,,
33,"Royal, Brian",19,7,9,28,6,3.0,,,,,,,2.0,1.0,3.0,,,,,,,,
17,"Standfield, Barry",5,4,6,11,,,,2.0,,,,,,1.0,,,,,,,,,
8,"Toohey, Bernard",7,,3,10,,,,1.0,,,,,3.0,,,,,,,,,,
24,"Wallis, Stephen",16,2,14,30,1,,,1.0,,,,,3.0,1.0,,,,,,,,,
15,"Wynd, Scott",12,6,16,28,,,17.0,3.0,,,,,5.0,5.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,76,135,366,22,11.0,18.0,33.0,,,,,34.0,25.0,6.0,,,,,,,,
Opposition,Opposition,180,51,141,321,8,8.0,13.0,15.0,,,,,25.0,34.0,,,,,,,,,
