Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",5,2,8,13,,1.0,,2.0,2.0,,1.0,1.0,,1.0,,3.0,10.0,,,3.0,,,85.0
7,"Brown, Nathan",15,7,6,21,3,2.0,,,1.0,5.0,2.0,2.0,,,,4.0,16.0,,4.0,2.0,5.0,,97.0
9,"Cotchin, Trent",6,3,8,14,1,2.0,,1.0,,1.0,3.0,2.0,,1.0,,8.0,6.0,,2.0,,,1.0,77.0
3,"Deledio, Brett",13,10,16,29,,,,3.0,6.0,7.0,4.0,,,,2.0,8.0,20.0,1.0,,,13.0,3.0,87.0
41,"Foley, Nathan",5,2,11,16,,,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,,10.0,6.0,,,2.0,4.0,1.0,88.0
31,"Hyde, Chris",3,1,3,6,1,,,3.0,,,,2.0,,1.0,,2.0,4.0,,,,,,76.0
23,"Jackson, Daniel",9,1,3,12,,,,2.0,1.0,5.0,2.0,3.0,,1.0,,2.0,10.0,,,1.0,,1.0,76.0
16,"McGuane, Luke",7,6,3,10,,,,1.0,1.0,,,3.0,,3.0,,4.0,5.0,1.0,1.0,3.0,,,95.0
13,"McMahon, Jordan",13,2,4,17,,1.0,,1.0,2.0,3.0,1.0,,,,,1.0,16.0,,,1.0,,1.0,72.0
40,"Moore, Kelvin",10,4,4,14,,,,2.0,1.0,,1.0,1.0,,,,4.0,10.0,,,4.0,,,95.0
20,"Morton, Mitch",8,3,4,12,2,1.0,,3.0,,5.0,,,,,,2.0,10.0,,1.0,,,,63.0
1,"Newman, Chris",10,3,1,11,,,,,2.0,3.0,1.0,1.0,1.0,1.0,,4.0,7.0,,,,1.0,,87.0
29,"Oakley-Nicholls, Jarrad",6,6,5,11,,,,1.0,2.0,,,,,,,1.0,10.0,,,1.0,2.0,,68.0
26,"Pattison, Adam",4,2,4,8,,,12.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,,4.0,4.0,,,3.0,,,70.0
6,"Polak, Graham",7,6,8,15,1,,,,2.0,,,2.0,1.0,2.0,,5.0,10.0,1.0,1.0,6.0,1.0,,100.0
12,"Richardson, Matthew",13,18,8,21,5,,,1.0,1.0,1.0,,1.0,2.0,,3.0,7.0,14.0,4.0,4.0,4.0,,1.0,100.0
8,"Riewoldt, Jack",8,7,6,14,,1.0,1.0,2.0,,4.0,,3.0,1.0,,,5.0,9.0,1.0,1.0,,1.0,1.0,85.0
25,"Schulz, Jay",7,6,2,9,,3.0,,3.0,,4.0,,2.0,,1.0,,3.0,6.0,2.0,2.0,1.0,1.0,,71.0
5,"Simmonds, Troy",8,6,3,11,1,3.0,19.0,1.0,1.0,4.0,2.0,1.0,,1.0,,4.0,7.0,2.0,2.0,3.0,1.0,,89.0
30,"Tambling, Richard",10,4,8,18,,1.0,,3.0,3.0,5.0,,2.0,,1.0,,2.0,16.0,,,2.0,1.0,1.0,82.0
21,"Tuck, Shane",13,3,13,26,1,,2.0,4.0,,4.0,11.0,2.0,,1.0,,14.0,12.0,,,,,1.0,72.0
35,"White, Matt",7,3,2,9,1,,,6.0,,2.0,2.0,2.0,,,,3.0,6.0,,,2.0,4.0,1.0,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,105,130,317,16,20.0,35.0,42.0,28.0,56.0,35.0,35.0,8.0,18.0,5.0,100.0,214.0,12.0,18.0,38.0,34.0,12.0,
Opposition,Opposition,227,143,135,362,14,10.0,36.0,54.0,32.0,46.0,29.0,42.0,18.0,8.0,1.0,100.0,261.0,7.0,20.0,36.0,27.0,10.0,
